,Experiment,Board,Word1,Word2,Clue1,clueCount,wordpair,boardwords,boardnames,representation,prag_speaker_probs,prag_speaker_rank
611,E2,TrialList2,stern,wind,sailboat,3,stern-wind,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,0.0009738268886828076,67
612,E2,TrialList2,stern,wind,ship,5,stern-wind,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,0.003979109221719785,15
613,E2,TrialList2,stern,wind,strong,2,stern-wind,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,0.0013735853150719875,39
614,E2,TrialList2,stern,wind,tornado,2,stern-wind,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,0.004547536550114177,12
615,E2,TrialList2,stern,wind,tough,1,stern-wind,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,0.0025847475410835977,23
616,E2,TrialList2,stern,wind,weather,1,stern-wind,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,0.0017519169941941364,29
617,E2,TrialList2,stern,wind,whip,2,stern-wind,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,9.55424933419946e-05,1763
618,E2,TrialList2,stern,wind,wind,1,stern-wind,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,0.05819957519220739,0
620,E2,TrialList2,sun,bowl,breakfast,4,sun-bowl,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,0.0026113270879615834,23
621,E2,TrialList2,sun,bowl,cereal,1,sun-bowl,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,0.0009416818842914367,71
622,E2,TrialList2,sun,bowl,chip,1,sun-bowl,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,0.00013118171973317282,1376
623,E2,TrialList2,sun,bowl,circle,4,sun-bowl,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,0.00024916861576579195,554
624,E2,TrialList2,sun,bowl,contain,1,sun-bowl,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,4.8266769689870977e-05,4747
626,E2,TrialList2,sun,bowl,football,1,sun-bowl,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,0.00016707818563495487,977
627,E2,TrialList2,sun,bowl,heat,1,sun-bowl,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,0.0014622604636746453,46
629,E2,TrialList2,sun,bowl,ice cream,1,sun-bowl,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,1.3115766061146363e-05,10834
630,E2,TrialList2,sun,bowl,picnic,2,sun-bowl,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,0.00043002170418363826,259
631,E2,TrialList2,sun,bowl,plate,1,sun-bowl,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,0.0014276825457986168,48
633,E2,TrialList2,sun,bowl,raisin,1,sun-bowl,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,0.0006371421358382261,137
635,E2,TrialList2,sun,bowl,round,15,sun-bowl,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,0.0006990663333506658,121
636,E2,TrialList2,sun,bowl,set,1,sun-bowl,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,0.00029013740850021433,441
637,E2,TrialList2,sun,bowl,sphere,4,sun-bowl,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,0.00018702323940684298,857
638,E2,TrialList2,sun,bowl,sundae,1,sun-bowl,"['plant', 'cup', 'gold', 'silver', 'bow', 'arrow', 'blue', 'tip', 'sun', 'bowl', 'above', 'below', 'lunch', 'tent', 'lace', 'host', 'loose', 'post', 'stern', 'wind']",e2_board2_words,swow,3.104199926393765e-05,7126
639,E2,TrialList3,holy,kind,angel,2,holy-kind,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.0019315933496443058,75
640,E2,TrialList3,holy,kind,charity,1,holy-kind,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.0007554972780964631,160
641,E2,TrialList3,holy,kind,Christ,1,holy-kind,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.00445509040700011,33
642,E2,TrialList3,holy,kind,Christian,4,holy-kind,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.005868240641919503,20
643,E2,TrialList3,holy,kind,church,3,holy-kind,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.004540598911061314,30
646,E2,TrialList3,holy,kind,diet,1,holy-kind,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,1.9519484629692155e-05,4870
647,E2,TrialList3,holy,kind,emotion,1,holy-kind,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,4.787444428434498e-05,1874
648,E2,TrialList3,holy,kind,generous,1,holy-kind,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.004629264190943158,26
649,E2,TrialList3,holy,kind,good,1,holy-kind,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.007589635395865727,10
650,E2,TrialList3,holy,kind,Jesus,6,holy-kind,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.005597879057253948,22
651,E2,TrialList3,holy,kind,lesson,1,holy-kind,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,4.308784101250331e-05,2090
652,E2,TrialList3,holy,kind,moral,1,holy-kind,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.0011116699557734673,120
653,E2,TrialList3,holy,kind,nice,1,holy-kind,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.024928485101798365,3
654,E2,TrialList3,holy,kind,nun,3,holy-kind,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.0007075882274736581,172
655,E2,TrialList3,holy,kind,preacher,1,holy-kind,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.0013349954436800478,100
656,E2,TrialList3,holy,kind,priest,4,holy-kind,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.0018393228793523787,78
657,E2,TrialList3,holy,kind,religion,1,holy-kind,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.0037724743358121295,39
658,E2,TrialList3,holy,kind,religious,2,holy-kind,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.00561190242032295,21
659,E2,TrialList3,holy,kind,righteous,2,holy-kind,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.004517664386088802,31
660,E2,TrialList3,holy,kind,saint,4,holy-kind,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.0192377729265699,4
661,E2,TrialList3,holy,kind,virtue,1,holy-kind,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.0029298208049417644,50
662,E2,TrialList3,rude,regret,anger,2,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.00014239493959428292,814
663,E2,TrialList3,rude,regret,angry,2,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.00024646149190653044,432
664,E2,TrialList3,rude,regret,argument,3,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,8.291614270983424e-05,1516
665,E2,TrialList3,rude,regret,asshole,1,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.004111711936981621,21
666,E2,TrialList3,rude,regret,attitude,1,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.000897215206535182,125
667,E2,TrialList3,rude,regret,bad,1,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.001838651596304603,48
668,E2,TrialList3,rude,regret,bully,1,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.0012782946502265973,77
669,E2,TrialList3,rude,regret,consequence,1,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,4.1456584990027486e-05,3424
670,E2,TrialList3,rude,regret,fight,3,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.0001711191421513731,651
671,E2,TrialList3,rude,regret,guilt,1,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.00414744140289714,20
672,E2,TrialList3,rude,regret,hindsight,1,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.0001449754622837708,802
673,E2,TrialList3,rude,regret,impression,1,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,4.272213095532117e-05,3291
674,E2,TrialList3,rude,regret,insult,1,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.0028009548672861353,33
675,E2,TrialList3,rude,regret,mean,6,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.025295031878523222,1
676,E2,TrialList3,rude,regret,misbehave,1,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,9.281994839967415e-05,1334
677,E2,TrialList3,rude,regret,mistake,2,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.001446272792006586,66
678,E2,TrialList3,rude,regret,negative,5,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.00031182308925772374,336
680,E2,TrialList3,rude,regret,remorse,1,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.004945073241864589,16
682,E2,TrialList3,rude,regret,shame,2,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.006432390055361128,10
683,E2,TrialList3,rude,regret,sin,1,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.0003575106210925492,298
684,E2,TrialList3,rude,regret,sorry,2,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.0977728125990226,0
685,E2,TrialList3,rude,regret,tantrum,1,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,2.706190957311613e-05,5455
686,E2,TrialList3,rude,regret,upset,2,rude-regret,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.001273284670449953,78
687,E2,TrialList3,teeth,gums,brush,1,teeth-gums,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,9.067172868372125e-06,39
688,E2,TrialList3,teeth,gums,cavity,1,teeth-gums,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.007166848919574551,15
689,E2,TrialList3,teeth,gums,dental,3,teeth-gums,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.09986208400997397,1
690,E2,TrialList3,teeth,gums,dentist,7,teeth-gums,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.07241183066567512,4
692,E2,TrialList3,teeth,gums,floss,4,teeth-gums,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.07432754468143893,3
694,E2,TrialList3,teeth,gums,mouth,23,teeth-gums,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,0.018203604622239168,12
695,E2,TrialList3,teeth,gums,oral,1,teeth-gums,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,4.469737229137753e-05,34
696,E2,TrialList3,teeth,gums,u,1,teeth-gums,"['firm', 'beam', 'jam', 'tiny', 'luck', 'chip', 'teeth', 'gums', 'holy', 'kind', 'hammer', 'tool', 'bulb', 'shine', 'rude', 'regret', 'road', 'gray', 'paper', 'lane']",e2_board3_words,swow,2.76229293319004e-08,1052
697,E2,TrialList4,dream,bet,bed,1,dream-bet,"['sunny', 'run', 'jump', 'leap', 'chief', 'give', 'dream', 'bet', 'path', 'gun', 'travel', 'ankle', 'usual', 'poor', 'glue', 'paste', 'fork', 'spoon', 'angel', 'halo']",e2_board4_words,swow,0.006166025996268732,6
698,E2,TrialList4,dream,bet,belief,1,dream-bet,"['sunny', 'run', 'jump', 'leap', 'chief', 'give', 'dream', 'bet', 'path', 'gun', 'travel', 'ankle', 'usual', 'poor', 'glue', 'paste', 'fork', 'spoon', 'angel', 'halo']",e2_board4_words,swow,2.598877569666296e-05,5920
699,E2,TrialList4,dream,bet,chance,2,dream-bet,"['sunny', 'run', 'jump', 'leap', 'chief', 'give', 'dream', 'bet', 'path', 'gun', 'travel', 'ankle', 'usual', 'poor', 'glue', 'paste', 'fork', 'spoon', 'angel', 'halo']",e2_board4_words,swow,0.0033630660933526143,20
700,E2,TrialList4,dream,bet,dopamine,1,dream-bet,"['sunny', 'run', 'jump', 'leap', 'chief', 'give', 'dream', 'bet', 'path', 'gun', 'travel', 'ankle', 'usual', 'poor', 'glue', 'paste', 'fork', 'spoon', 'angel', 'halo']",e2_board4_words,swow,2.5561252555914724e-05,6021
701,E2,TrialList4,dream,bet,future,2,dream-bet,"['sunny', 'run', 'jump', 'leap', 'chief', 'give', 'dream', 'bet', 'path', 'gun', 'travel', 'ankle', 'usual', 'poor', 'glue', 'paste', 'fork', 'spoon', 'angel', 'halo']",e2_board4_words,swow,0.0005815727221895809,263
702,E2,TrialList4,dream,bet,gamble,7,dream-bet,"['sunny', 'run', 'jump', 'leap', 'chief', 'give', 'dream', 'bet', 'path', 'gun', 'travel', 'ankle', 'usual', 'poor', 'glue', 'paste', 'fork', 'spoon', 'angel', 'halo']",e2_board4_words,swow,0.005345323107644259,10
703,E2,TrialList4,dream,bet,goal,5,dream-bet,"['sunny', 'run', 'jump', 'leap', 'chief', 'give', 'dream', 'bet', 'path', 'gun', 'travel', 'ankle', 'usual', 'poor', 'glue', 'paste', 'fork', 'spoon', 'angel', 'halo']",e2_board4_words,swow,0.00028056823526122795,525
704,E2,TrialList4,dream,bet,hope,1,dream-bet,"['sunny', 'run', 'jump', 'leap', 'chief', 'give', 'dream', 'bet', 'path', 'gun', 'travel', 'ankle', 'usual', 'poor', 'glue', 'paste', 'fork', 'spoon', 'angel', 'halo']",e2_board4_words,swow,0.0018275811466840757,60
705,E2,TrialList4,dream,bet,imagine,1,dream-bet,"['sunny', 'run', 'jump', 'leap', 'chief', 'give', 'dream', 'bet', 'path', 'gun', 'travel', 'ankle', 'usual', 'poor', 'glue', 'paste', 'fork', 'spoon', 'angel', 'halo']",e2_board4_words,swow,0.0038275931403920936,18
706,E2,TrialList4,dream,bet,lottery,4,dream-bet,"['sunny', 'run', 'jump', 'leap', 'chief', 'give', 'dream', 'bet', 'path', 'gun', 'travel', 'ankle', 'usual', 'poor', 'glue', 'paste', 'fork', 'spoon', 'angel', 'halo']",e2_board4_words,swow,0.004430035082877684,15
707,E2,TrialList4,dream,bet,luck,1,dream-bet,"['sunny', 'run', 'jump', 'leap', 'chief', 'give', 'dream', 'bet', 'path', 'gun', 'travel', 'ankle', 'usual', 'poor', 'glue', 'paste', 'fork', 'spoon', 'angel', 'halo']",e2_board4_words,swow,0.0030825414895719917,28
708,E2,TrialList4,dream,bet,millionaire,1,dream-bet,"['sunny', 'run', 'jump', 'leap', 'chief', 'give', 'dream', 'bet', 'path', 'gun', 'travel', 'ankle', 'usual', 'poor', 'glue', 'paste', 'fork', 'spoon', 'angel', 'halo']",e2_board4_words,swow,0.0005450402955958776,281
709,E2,TrialList4,dream,bet,money,1,dream-bet,"['sunny', 'run', 'jump', 'leap', 'chief', 'give', 'dream', 'bet', 'path', 'gun', 'travel', 'ankle', 'usual', 'poor', 'glue', 'paste', 'fork', 'spoon', 'angel', 'halo']",e2_board4_words,swow,0.008002927868447399,4
710,E2,TrialList4,dream,bet,nightmare,2,dream-bet,"['sunny', 'run', 'jump', 'leap', 'chief', 'give', 'dream', 'bet', 'path', 'gun', 'travel', 'ankle', 'usual', 'poor', 'glue', 'paste', 'fork', 'spoon', 'angel', 'halo']",e2_board4_words,swow,0.003248606986885531,22
711,E2,TrialList4,dream,bet,predict,1,dream-bet,"['sunny', 'run', 'jump', 'leap', 'chief', 'give', 'dream', 'bet', 'path', 'gun', 'travel', 'ankle', 'usual', 'poor', 'glue', 'paste', 'fork', 'spoon', 'angel', 'halo']",e2_board4_words,swow,0.00012123237806647742,1130
