wordpair,Level,candidate_type,type,n_steps,n_model_candidates,n_human_candidates,n_intersection,intersection
elm-rock,medium,clueOption7,union,256,11532,1,1,['tree']
elm-rock,medium,clueOption7,union,512,11919,1,1,['tree']
elm-rock,medium,clueOption7,union,1024,12075,1,1,['tree']
elm-rock,medium,clueOption7,union,2048,12146,1,1,['tree']
elm-rock,medium,clueOption7,union,4096,12179,1,1,['tree']
giant-subtle,hard,clueOption1,intersection,2,2,29,0,[]
giant-subtle,hard,clueOption1,intersection,4,311,29,4,"['huge', 'big', 'large', 'tall']"
giant-subtle,hard,clueOption1,intersection,8,1212,29,7,"['huge', 'not', 'big', 'slight', 'beanstalk', 'large', 'tall']"
giant-subtle,hard,clueOption1,intersection,16,2615,29,11,"['huge', 'not', 'obvious', 'gentle', 'lies', 'big', 'slight', 'impossible', 'beanstalk', 'large', 'tall']"
giant-subtle,hard,clueOption1,intersection,32,4362,29,12,"['huge', 'not', 'obvious', 'gentle', 'lies', 'opposite', 'big', 'slight', 'impossible', 'beanstalk', 'large', 'tall']"
giant-subtle,hard,clueOption1,intersection,64,6401,29,14,"['huge', 'not', 'stalk', 'obvious', 'gentle', 'lies', 'opposite', 'big', 'slight', 'impossible', 'beanstalk', 'hint', 'large', 'tall']"
giant-subtle,hard,clueOption1,intersection,128,8405,29,16,"['huge', 'not', 'stalk', 'opposite', 'gentle', 'lies', 'obvious', 'unexpected', 'nimble', 'big', 'slight', 'impossible', 'beanstalk', 'hint', 'large', 'tall']"
giant-subtle,hard,clueOption1,intersection,256,10015,29,16,"['huge', 'not', 'stalk', 'opposite', 'gentle', 'lies', 'obvious', 'unexpected', 'nimble', 'big', 'slight', 'impossible', 'beanstalk', 'hint', 'large', 'tall']"
giant-subtle,hard,clueOption1,intersection,512,11140,29,17,"['huge', 'not', 'stalk', 'opposite', 'gentle', 'lies', 'obvious', 'unexpected', 'nimble', 'presence', 'big', 'slight', 'impossible', 'beanstalk', 'hint', 'large', 'tall']"
giant-subtle,hard,clueOption1,intersection,1024,11740,29,18,"['huge', 'not', 'stalk', 'opposite', 'gentle', 'lies', 'obvious', 'unexpected', 'presence', 'nimble', 'big', 'severity', 'slight', 'impossible', 'beanstalk', 'hint', 'large', 'tall']"
giant-subtle,hard,clueOption1,intersection,2048,12012,29,18,"['huge', 'not', 'stalk', 'opposite', 'gentle', 'lies', 'obvious', 'unexpected', 'presence', 'nimble', 'big', 'severity', 'slight', 'impossible', 'beanstalk', 'hint', 'large', 'tall']"
giant-subtle,hard,clueOption1,intersection,4096,12124,29,18,"['huge', 'not', 'stalk', 'opposite', 'gentle', 'lies', 'obvious', 'unexpected', 'presence', 'nimble', 'big', 'severity', 'slight', 'impossible', 'beanstalk', 'hint', 'large', 'tall']"
giant-subtle,hard,clueOption1,union,2,205,29,9,"['huge', 'obvious', 'gentle', 'big', 'slight', 'beanstalk', 'hint', 'large', 'tall']"
giant-subtle,hard,clueOption1,union,4,1790,29,11,"['huge', 'stalk', 'obvious', 'lies', 'gentle', 'big', 'slight', 'beanstalk', 'hint', 'large', 'tall']"
giant-subtle,hard,clueOption1,union,8,3816,29,13,"['huge', 'not', 'stalk', 'obvious', 'lies', 'gentle', 'big', 'slight', 'impossible', 'beanstalk', 'hint', 'large', 'tall']"
giant-subtle,hard,clueOption1,union,16,5842,29,14,"['huge', 'not', 'stalk', 'obvious', 'gentle', 'lies', 'opposite', 'big', 'slight', 'impossible', 'beanstalk', 'hint', 'large', 'tall']"
giant-subtle,hard,clueOption1,union,32,7811,29,16,"['huge', 'not', 'stalk', 'obvious', 'gentle', 'lies', 'opposite', 'unexpected', 'presence', 'big', 'slight', 'impossible', 'beanstalk', 'hint', 'large', 'tall']"
giant-subtle,hard,clueOption1,union,64,9592,29,17,"['huge', 'not', 'stalk', 'obvious', 'gentle', 'lies', 'opposite', 'unexpected', 'presence', 'big', 'severity', 'slight', 'impossible', 'beanstalk', 'hint', 'large', 'tall']"
giant-subtle,hard,clueOption1,union,128,10794,29,18,"['huge', 'not', 'stalk', 'opposite', 'gentle', 'lies', 'obvious', 'unexpected', 'nimble', 'presence', 'big', 'severity', 'slight', 'impossible', 'beanstalk', 'hint', 'large', 'tall']"
giant-subtle,hard,clueOption1,union,256,11522,29,18,"['huge', 'not', 'stalk', 'opposite', 'gentle', 'lies', 'obvious', 'unexpected', 'nimble', 'presence', 'big', 'severity', 'slight', 'impossible', 'beanstalk', 'hint', 'large', 'tall']"
giant-subtle,hard,clueOption1,union,512,11906,29,18,"['huge', 'not', 'stalk', 'opposite', 'gentle', 'lies', 'obvious', 'unexpected', 'nimble', 'presence', 'big', 'severity', 'slight', 'impossible', 'beanstalk', 'hint', 'large', 'tall']"
giant-subtle,hard,clueOption1,union,1024,12085,29,18,"['huge', 'not', 'stalk', 'opposite', 'gentle', 'lies', 'obvious', 'unexpected', 'presence', 'nimble', 'big', 'severity', 'slight', 'impossible', 'beanstalk', 'hint', 'large', 'tall']"
giant-subtle,hard,clueOption1,union,2048,12166,29,18,"['huge', 'not', 'stalk', 'opposite', 'gentle', 'lies', 'obvious', 'unexpected', 'presence', 'nimble', 'big', 'severity', 'slight', 'impossible', 'beanstalk', 'hint', 'large', 'tall']"
giant-subtle,hard,clueOption1,union,4096,12186,29,18,"['huge', 'not', 'stalk', 'opposite', 'gentle', 'lies', 'obvious', 'unexpected', 'presence', 'nimble', 'big', 'severity', 'slight', 'impossible', 'beanstalk', 'hint', 'large', 'tall']"
giant-subtle,hard,clueOption2,intersection,2,2,28,1,['small']
giant-subtle,hard,clueOption2,intersection,4,311,28,6,"['huge', 'small', 'size', 'big', 'large', 'soft']"
giant-subtle,hard,clueOption2,intersection,8,1212,28,9,"['huge', 'small', 'quiet', 'size', 'careful', 'big', 'slight', 'large', 'soft']"
giant-subtle,hard,clueOption2,intersection,16,2615,28,14,"['huge', 'small', 'elephant', 'noise', 'quiet', 'sound', 'gas', 'hidden', 'size', 'careful', 'big', 'slight', 'large', 'soft']"
giant-subtle,hard,clueOption2,intersection,32,4362,28,17,"['huge', 'small', 'elephant', 'slight', 'quiet', 'opposite', 'sound', 'meek', 'gas', 'hidden', 'size', 'careful', 'big', 'clue', 'noise', 'large', 'soft']"
giant-subtle,hard,clueOption2,intersection,64,6401,28,20,"['adjective', 'hidden', 'size', 'careful', 'clue', 'noise', 'soft', 'huge', 'small', 'elephant', 'sound', 'gas', 'slight', 'hint', 'large', 'quiet', 'opposite', 'meek', 'camouflage', 'big']"
giant-subtle,hard,clueOption2,intersection,128,8405,28,20,"['adjective', 'hidden', 'size', 'careful', 'clue', 'noise', 'soft', 'huge', 'small', 'elephant', 'sound', 'gas', 'slight', 'hint', 'large', 'quiet', 'opposite', 'meek', 'camouflage', 'big']"
giant-subtle,hard,clueOption2,intersection,256,10015,28,22,"['adjective', 'hidden', 'size', 'careful', 'clue', 'noise', 'soft', 'huge', 'small', 'elephant', 'sound', 'gas', 'slight', 'hint', 'large', 'hiding', 'quiet', 'opposite', 'meek', 'camouflage', 'ironic', 'big']"
giant-subtle,hard,clueOption2,intersection,512,11140,28,22,"['adjective', 'hidden', 'size', 'careful', 'clue', 'noise', 'soft', 'huge', 'small', 'elephant', 'sound', 'gas', 'slight', 'hint', 'large', 'hiding', 'quiet', 'opposite', 'meek', 'camouflage', 'ironic', 'big']"
giant-subtle,hard,clueOption2,intersection,1024,11740,28,23,"['adjective', 'hidden', 'size', 'careful', 'clue', 'noise', 'noticeable', 'soft', 'huge', 'small', 'elephant', 'sound', 'gas', 'slight', 'hint', 'large', 'hiding', 'quiet', 'opposite', 'meek', 'camouflage', 'ironic', 'big']"
giant-subtle,hard,clueOption2,intersection,2048,12012,28,23,"['adjective', 'hidden', 'size', 'careful', 'clue', 'noise', 'noticeable', 'soft', 'huge', 'small', 'elephant', 'sound', 'gas', 'slight', 'hint', 'large', 'hiding', 'quiet', 'opposite', 'meek', 'camouflage', 'ironic', 'big']"
giant-subtle,hard,clueOption2,intersection,4096,12124,28,23,"['adjective', 'hidden', 'size', 'careful', 'clue', 'noise', 'noticeable', 'soft', 'huge', 'small', 'elephant', 'sound', 'gas', 'slight', 'hint', 'large', 'hiding', 'quiet', 'opposite', 'meek', 'camouflage', 'ironic', 'big']"
giant-subtle,hard,clueOption2,union,2,205,28,10,"['huge', 'small', 'quiet', 'sound', 'hidden', 'big', 'slight', 'hint', 'large', 'soft']"
giant-subtle,hard,clueOption2,union,4,1790,28,15,"['huge', 'small', 'slight', 'elephant', 'quiet', 'sound', 'hidden', 'size', 'careful', 'big', 'clue', 'noise', 'hint', 'large', 'soft']"
giant-subtle,hard,clueOption2,union,8,3816,28,16,"['huge', 'small', 'elephant', 'noise', 'quiet', 'sound', 'gas', 'hidden', 'size', 'careful', 'big', 'clue', 'slight', 'hint', 'large', 'soft']"
giant-subtle,hard,clueOption2,union,16,5842,28,19,"['adjective', 'hidden', 'size', 'careful', 'clue', 'noise', 'soft', 'huge', 'small', 'elephant', 'sound', 'gas', 'slight', 'hint', 'large', 'quiet', 'opposite', 'meek', 'big']"
giant-subtle,hard,clueOption2,union,32,7811,28,20,"['adjective', 'hidden', 'size', 'careful', 'clue', 'noise', 'soft', 'huge', 'small', 'elephant', 'sound', 'gas', 'slight', 'hint', 'large', 'hiding', 'quiet', 'opposite', 'meek', 'big']"
giant-subtle,hard,clueOption2,union,64,9592,28,21,"['adjective', 'hidden', 'size', 'careful', 'clue', 'noise', 'soft', 'huge', 'small', 'elephant', 'sound', 'gas', 'slight', 'hint', 'large', 'hiding', 'quiet', 'opposite', 'meek', 'camouflage', 'big']"
giant-subtle,hard,clueOption2,union,128,10794,28,22,"['adjective', 'hidden', 'size', 'careful', 'clue', 'noise', 'soft', 'huge', 'small', 'elephant', 'sound', 'gas', 'slight', 'hint', 'large', 'hiding', 'quiet', 'opposite', 'meek', 'camouflage', 'ironic', 'big']"
giant-subtle,hard,clueOption2,union,256,11522,28,23,"['adjective', 'hidden', 'size', 'careful', 'clue', 'noise', 'noticeable', 'soft', 'huge', 'small', 'elephant', 'sound', 'gas', 'slight', 'hint', 'large', 'hiding', 'quiet', 'opposite', 'meek', 'camouflage', 'ironic', 'big']"
giant-subtle,hard,clueOption2,union,512,11906,28,23,"['adjective', 'hidden', 'size', 'careful', 'clue', 'noise', 'noticeable', 'soft', 'huge', 'small', 'elephant', 'sound', 'gas', 'slight', 'hint', 'large', 'hiding', 'quiet', 'opposite', 'meek', 'camouflage', 'ironic', 'big']"
giant-subtle,hard,clueOption2,union,1024,12085,28,23,"['adjective', 'hidden', 'size', 'careful', 'clue', 'noise', 'noticeable', 'soft', 'huge', 'small', 'elephant', 'sound', 'gas', 'slight', 'hint', 'large', 'hiding', 'quiet', 'opposite', 'meek', 'camouflage', 'ironic', 'big']"
giant-subtle,hard,clueOption2,union,2048,12166,28,23,"['adjective', 'hidden', 'size', 'careful', 'clue', 'noise', 'noticeable', 'soft', 'huge', 'small', 'elephant', 'sound', 'gas', 'slight', 'hint', 'large', 'hiding', 'quiet', 'opposite', 'meek', 'camouflage', 'ironic', 'big']"
giant-subtle,hard,clueOption2,union,4096,12186,28,23,"['adjective', 'hidden', 'size', 'careful', 'clue', 'noise', 'noticeable', 'soft', 'huge', 'small', 'elephant', 'sound', 'gas', 'slight', 'hint', 'large', 'hiding', 'quiet', 'opposite', 'meek', 'camouflage', 'ironic', 'big']"
giant-subtle,hard,clueOption3,intersection,2,2,34,0,[]
giant-subtle,hard,clueOption3,intersection,4,311,34,6,"['huge', 'friendly', 'loud', 'size', 'large', 'tree']"
giant-subtle,hard,clueOption3,intersection,8,1212,34,13,"['huge', 'enormous', 'gigantic', 'friendly', 'loud', 'cloud', 'size', 'under', 'measure', 'airplane', 'beanstalk', 'large', 'tree']"
giant-subtle,hard,clueOption3,intersection,16,2615,34,19,"['enormous', 'loud', 'size', 'stuff', 'strength', 'airplane', 'huge', 'dissimilar', 'gentle', 'large', 'gigantic', 'friendly', 'obvious', 'cloud', 'measure', 'tree', 'under', 'step', 'beanstalk']"
giant-subtle,hard,clueOption3,intersection,32,4362,34,21,"['enormous', 'loud', 'size', 'stuff', 'strength', 'airplane', 'huge', 'entrance', 'dissimilar', 'gentle', 'large', 'gigantic', 'friendly', 'obvious', 'opposite', 'cloud', 'measure', 'tree', 'under', 'step', 'beanstalk']"
giant-subtle,hard,clueOption3,intersection,64,6401,34,24,"['enormous', 'loud', 'size', 'stuff', 'strength', 'airplane', 'stomp', 'huge', 'entrance', 'dissimilar', 'hint', 'gentle', 'large', 'gigantic', 'friendly', 'obvious', 'opposite', 'cloud', 'boom', 'measure', 'tree', 'under', 'step', 'beanstalk']"
giant-subtle,hard,clueOption3,intersection,128,8405,34,24,"['enormous', 'loud', 'size', 'stuff', 'strength', 'airplane', 'stomp', 'huge', 'entrance', 'dissimilar', 'hint', 'gentle', 'large', 'gigantic', 'friendly', 'opposite', 'obvious', 'cloud', 'boom', 'measure', 'tree', 'under', 'step', 'beanstalk']"
giant-subtle,hard,clueOption3,intersection,256,10015,34,25,"['enormous', 'loud', 'size', 'stuff', 'strength', 'airplane', 'stomp', 'huge', 'entrance', 'dissimilar', 'hint', 'gentle', 'large', 'gigantic', 'friendly', 'opposite', 'obvious', 'cloud', 'boom', 'discrete', 'measure', 'tree', 'under', 'step', 'beanstalk']"
giant-subtle,hard,clueOption3,intersection,512,11140,34,25,"['enormous', 'loud', 'size', 'stuff', 'strength', 'airplane', 'stomp', 'huge', 'entrance', 'dissimilar', 'hint', 'gentle', 'large', 'gigantic', 'friendly', 'opposite', 'obvious', 'cloud', 'boom', 'discrete', 'measure', 'tree', 'under', 'step', 'beanstalk']"
giant-subtle,hard,clueOption3,intersection,1024,11740,34,26,"['enormous', 'loud', 'size', 'stuff', 'strength', 'airplane', 'stomp', 'huge', 'entrance', 'dissimilar', 'hint', 'gentle', 'large', 'demeanor', 'gigantic', 'friendly', 'opposite', 'obvious', 'cloud', 'boom', 'discrete', 'measure', 'tree', 'under', 'step', 'beanstalk']"
giant-subtle,hard,clueOption3,intersection,2048,12012,34,26,"['enormous', 'loud', 'size', 'stuff', 'strength', 'airplane', 'stomp', 'huge', 'entrance', 'dissimilar', 'hint', 'gentle', 'large', 'demeanor', 'gigantic', 'friendly', 'opposite', 'obvious', 'cloud', 'boom', 'discrete', 'measure', 'tree', 'under', 'step', 'beanstalk']"
giant-subtle,hard,clueOption3,intersection,4096,12124,34,26,"['enormous', 'loud', 'size', 'stuff', 'strength', 'airplane', 'stomp', 'huge', 'entrance', 'dissimilar', 'hint', 'gentle', 'large', 'demeanor', 'gigantic', 'friendly', 'opposite', 'obvious', 'cloud', 'boom', 'discrete', 'measure', 'tree', 'under', 'step', 'beanstalk']"
giant-subtle,hard,clueOption3,union,2,205,34,13,"['huge', 'enormous', 'gigantic', 'friendly', 'obvious', 'gentle', 'loud', 'discrete', 'under', 'step', 'hint', 'large', 'beanstalk']"
giant-subtle,hard,clueOption3,union,4,1790,34,17,"['huge', 'enormous', 'gigantic', 'friendly', 'obvious', 'gentle', 'loud', 'cloud', 'discrete', 'size', 'under', 'step', 'strength', 'beanstalk', 'hint', 'large', 'tree']"
giant-subtle,hard,clueOption3,union,8,3816,34,22,"['enormous', 'loud', 'size', 'stuff', 'strength', 'airplane', 'huge', 'entrance', 'dissimilar', 'hint', 'large', 'gentle', 'gigantic', 'friendly', 'obvious', 'cloud', 'discrete', 'measure', 'tree', 'under', 'step', 'beanstalk']"
giant-subtle,hard,clueOption3,union,16,5842,34,25,"['enormous', 'loud', 'size', 'stuff', 'strength', 'airplane', 'huge', 'entrance', 'dissimilar', 'hint', 'gentle', 'large', 'demeanor', 'gigantic', 'friendly', 'obvious', 'opposite', 'cloud', 'boom', 'discrete', 'measure', 'tree', 'under', 'step', 'beanstalk']"
giant-subtle,hard,clueOption3,union,32,7811,34,26,"['enormous', 'loud', 'size', 'stuff', 'strength', 'airplane', 'stomp', 'huge', 'entrance', 'dissimilar', 'hint', 'gentle', 'large', 'demeanor', 'gigantic', 'friendly', 'obvious', 'opposite', 'cloud', 'boom', 'discrete', 'measure', 'tree', 'under', 'step', 'beanstalk']"
giant-subtle,hard,clueOption3,union,64,9592,34,26,"['enormous', 'loud', 'size', 'stuff', 'strength', 'airplane', 'stomp', 'huge', 'entrance', 'dissimilar', 'hint', 'gentle', 'large', 'demeanor', 'gigantic', 'friendly', 'obvious', 'opposite', 'cloud', 'boom', 'discrete', 'measure', 'tree', 'under', 'step', 'beanstalk']"
giant-subtle,hard,clueOption3,union,128,10794,34,26,"['enormous', 'loud', 'size', 'stuff', 'strength', 'airplane', 'stomp', 'huge', 'entrance', 'dissimilar', 'hint', 'gentle', 'large', 'demeanor', 'gigantic', 'friendly', 'opposite', 'obvious', 'cloud', 'boom', 'discrete', 'measure', 'tree', 'under', 'step', 'beanstalk']"
giant-subtle,hard,clueOption3,union,256,11522,34,26,"['enormous', 'loud', 'size', 'stuff', 'strength', 'airplane', 'stomp', 'huge', 'entrance', 'dissimilar', 'hint', 'gentle', 'large', 'demeanor', 'gigantic', 'friendly', 'opposite', 'obvious', 'cloud', 'boom', 'discrete', 'measure', 'tree', 'under', 'step', 'beanstalk']"
giant-subtle,hard,clueOption3,union,512,11906,34,26,"['enormous', 'loud', 'size', 'stuff', 'strength', 'airplane', 'stomp', 'huge', 'entrance', 'dissimilar', 'hint', 'gentle', 'large', 'demeanor', 'gigantic', 'friendly', 'opposite', 'obvious', 'cloud', 'boom', 'discrete', 'measure', 'tree', 'under', 'step', 'beanstalk']"
giant-subtle,hard,clueOption3,union,1024,12085,34,26,"['enormous', 'loud', 'size', 'stuff', 'strength', 'airplane', 'stomp', 'huge', 'entrance', 'dissimilar', 'hint', 'gentle', 'large', 'demeanor', 'gigantic', 'friendly', 'opposite', 'obvious', 'cloud', 'boom', 'discrete', 'measure', 'tree', 'under', 'step', 'beanstalk']"
giant-subtle,hard,clueOption3,union,2048,12166,34,26,"['enormous', 'loud', 'size', 'stuff', 'strength', 'airplane', 'stomp', 'huge', 'entrance', 'dissimilar', 'hint', 'gentle', 'large', 'demeanor', 'gigantic', 'friendly', 'opposite', 'obvious', 'cloud', 'boom', 'discrete', 'measure', 'tree', 'under', 'step', 'beanstalk']"
giant-subtle,hard,clueOption3,union,4096,12186,34,26,"['enormous', 'loud', 'size', 'stuff', 'strength', 'airplane', 'stomp', 'huge', 'entrance', 'dissimilar', 'hint', 'gentle', 'large', 'demeanor', 'gigantic', 'friendly', 'opposite', 'obvious', 'cloud', 'boom', 'discrete', 'measure', 'tree', 'under', 'step', 'beanstalk']"
giant-subtle,hard,clueOption4,intersection,2,2,4,0,[]
giant-subtle,hard,clueOption4,intersection,4,311,4,0,[]
giant-subtle,hard,clueOption4,intersection,8,1212,4,0,[]
giant-subtle,hard,clueOption4,intersection,16,2615,4,1,['elephant']
giant-subtle,hard,clueOption4,intersection,32,4362,4,1,['elephant']
giant-subtle,hard,clueOption4,intersection,64,6401,4,2,"['elephant', 'thump']"
giant-subtle,hard,clueOption4,intersection,128,8405,4,3,"['elephant', 'gesture', 'thump']"
giant-subtle,hard,clueOption4,intersection,256,10015,4,3,"['elephant', 'gesture', 'thump']"
giant-subtle,hard,clueOption4,intersection,512,11140,4,3,"['elephant', 'gesture', 'thump']"
giant-subtle,hard,clueOption4,intersection,1024,11740,4,3,"['elephant', 'gesture', 'thump']"
giant-subtle,hard,clueOption4,intersection,2048,12012,4,3,"['elephant', 'gesture', 'thump']"
giant-subtle,hard,clueOption4,intersection,4096,12124,4,3,"['elephant', 'gesture', 'thump']"
giant-subtle,hard,clueOption4,union,2,205,4,0,[]
giant-subtle,hard,clueOption4,union,4,1790,4,1,['elephant']
giant-subtle,hard,clueOption4,union,8,3816,4,2,"['elephant', 'thump']"
giant-subtle,hard,clueOption4,union,16,5842,4,2,"['elephant', 'thump']"
giant-subtle,hard,clueOption4,union,32,7811,4,3,"['elephant', 'gesture', 'thump']"
giant-subtle,hard,clueOption4,union,64,9592,4,3,"['elephant', 'gesture', 'thump']"
giant-subtle,hard,clueOption4,union,128,10794,4,3,"['elephant', 'gesture', 'thump']"
giant-subtle,hard,clueOption4,union,256,11522,4,3,"['elephant', 'gesture', 'thump']"
giant-subtle,hard,clueOption4,union,512,11906,4,3,"['elephant', 'gesture', 'thump']"
giant-subtle,hard,clueOption4,union,1024,12085,4,3,"['elephant', 'gesture', 'thump']"
giant-subtle,hard,clueOption4,union,2048,12166,4,3,"['elephant', 'gesture', 'thump']"
giant-subtle,hard,clueOption4,union,4096,12186,4,3,"['elephant', 'gesture', 'thump']"
giant-subtle,hard,clueOption5,intersection,2,2,2,0,[]
giant-subtle,hard,clueOption5,intersection,4,311,2,0,[]
giant-subtle,hard,clueOption5,intersection,8,1212,2,0,[]
giant-subtle,hard,clueOption5,intersection,16,2615,2,2,"['shy', 'gentle']"
giant-subtle,hard,clueOption5,intersection,32,4362,2,2,"['shy', 'gentle']"
giant-subtle,hard,clueOption5,intersection,64,6401,2,2,"['shy', 'gentle']"
giant-subtle,hard,clueOption5,intersection,128,8405,2,2,"['shy', 'gentle']"
giant-subtle,hard,clueOption5,intersection,256,10015,2,2,"['shy', 'gentle']"
giant-subtle,hard,clueOption5,intersection,512,11140,2,2,"['shy', 'gentle']"
giant-subtle,hard,clueOption5,intersection,1024,11740,2,2,"['shy', 'gentle']"
giant-subtle,hard,clueOption5,intersection,2048,12012,2,2,"['shy', 'gentle']"
giant-subtle,hard,clueOption5,intersection,4096,12124,2,2,"['shy', 'gentle']"
giant-subtle,hard,clueOption5,union,2,205,2,1,['gentle']
giant-subtle,hard,clueOption5,union,4,1790,2,2,"['shy', 'gentle']"
giant-subtle,hard,clueOption5,union,8,3816,2,2,"['shy', 'gentle']"
giant-subtle,hard,clueOption5,union,16,5842,2,2,"['shy', 'gentle']"
giant-subtle,hard,clueOption5,union,32,7811,2,2,"['shy', 'gentle']"
giant-subtle,hard,clueOption5,union,64,9592,2,2,"['shy', 'gentle']"
giant-subtle,hard,clueOption5,union,128,10794,2,2,"['shy', 'gentle']"
giant-subtle,hard,clueOption5,union,256,11522,2,2,"['shy', 'gentle']"
giant-subtle,hard,clueOption5,union,512,11906,2,2,"['shy', 'gentle']"
giant-subtle,hard,clueOption5,union,1024,12085,2,2,"['shy', 'gentle']"
giant-subtle,hard,clueOption5,union,2048,12166,2,2,"['shy', 'gentle']"
giant-subtle,hard,clueOption5,union,4096,12186,2,2,"['shy', 'gentle']"
gold-silver,easy,clueOption1,intersection,2,29,20,11,"['shine', 'money', 'medal', 'precious', 'valuable', 'bronze', 'mineral', 'metal', 'jewelry', 'expensive', 'necklace']"
gold-silver,easy,clueOption1,intersection,4,403,20,15,"['shine', 'Christmas', 'money', 'medal', 'precious', 'valuable', 'bronze', 'mineral', 'metal', 'jewelry', 'rich', 'dig', 'expensive', 'necklace', 'element']"
gold-silver,easy,clueOption1,intersection,8,1299,20,16,"['shine', 'Christmas', 'money', 'medal', 'precious', 'valuable', 'bronze', 'mineral', 'colors', 'metal', 'jewelry', 'rich', 'dig', 'expensive', 'necklace', 'element']"
gold-silver,easy,clueOption1,intersection,16,2668,20,16,"['shine', 'Christmas', 'money', 'medal', 'precious', 'valuable', 'bronze', 'colors', 'mineral', 'metal', 'jewelry', 'rich', 'dig', 'expensive', 'necklace', 'element']"
gold-silver,easy,clueOption1,intersection,32,4412,20,16,"['shine', 'Christmas', 'money', 'medal', 'precious', 'valuable', 'bronze', 'colors', 'mineral', 'metal', 'jewelry', 'rich', 'dig', 'expensive', 'necklace', 'element']"
gold-silver,easy,clueOption1,intersection,64,6444,20,16,"['shine', 'Christmas', 'money', 'medal', 'precious', 'valuable', 'bronze', 'colors', 'mineral', 'metal', 'jewelry', 'rich', 'dig', 'expensive', 'necklace', 'element']"
gold-silver,easy,clueOption1,intersection,128,8460,20,17,"['shine', 'Christmas', 'money', 'medal', 'precious', 'valuable', 'bronze', 'colors', 'mineral', 'riches', 'metal', 'jewelry', 'rich', 'dig', 'expensive', 'necklace', 'element']"
gold-silver,easy,clueOption1,intersection,256,10055,20,18,"['shine', 'Christmas', 'money', 'medal', 'precious', 'valuable', 'bronze', 'colors', 'mineral', 'riches', 'metal', 'jewelry', 'rich', 'dig', 'expensive', 'elements', 'necklace', 'element']"
gold-silver,easy,clueOption1,intersection,512,11157,20,18,"['shine', 'Christmas', 'money', 'medal', 'precious', 'valuable', 'mineral', 'colors', 'bronze', 'riches', 'metal', 'jewelry', 'rich', 'dig', 'expensive', 'elements', 'necklace', 'element']"
gold-silver,easy,clueOption1,intersection,1024,11734,20,18,"['shine', 'Christmas', 'money', 'medal', 'precious', 'valuable', 'mineral', 'colors', 'bronze', 'riches', 'metal', 'jewelry', 'rich', 'dig', 'expensive', 'elements', 'necklace', 'element']"
gold-silver,easy,clueOption1,intersection,2048,12004,20,18,"['shine', 'Christmas', 'money', 'medal', 'precious', 'valuable', 'mineral', 'colors', 'bronze', 'riches', 'metal', 'jewelry', 'rich', 'dig', 'expensive', 'elements', 'necklace', 'element']"
gold-silver,easy,clueOption1,intersection,4096,12127,20,18,"['shine', 'Christmas', 'money', 'medal', 'precious', 'valuable', 'mineral', 'colors', 'bronze', 'riches', 'metal', 'jewelry', 'rich', 'dig', 'expensive', 'elements', 'necklace', 'element']"
gold-silver,easy,clueOption1,union,2,152,20,13,"['shine', 'money', 'medal', 'precious', 'valuable', 'bronze', 'mineral', 'metal', 'jewelry', 'rich', 'expensive', 'necklace', 'element']"
gold-silver,easy,clueOption1,union,4,1552,20,17,"['shine', 'Christmas', 'money', 'medal', 'precious', 'valuable', 'bronze', 'mineral', 'colors', 'riches', 'metal', 'jewelry', 'rich', 'dig', 'expensive', 'necklace', 'element']"
gold-silver,easy,clueOption1,union,8,3685,20,17,"['shine', 'Christmas', 'money', 'medal', 'precious', 'valuable', 'bronze', 'mineral', 'colors', 'riches', 'metal', 'jewelry', 'rich', 'dig', 'expensive', 'necklace', 'element']"
gold-silver,easy,clueOption1,union,16,5838,20,17,"['shine', 'Christmas', 'money', 'medal', 'precious', 'valuable', 'bronze', 'colors', 'mineral', 'riches', 'metal', 'jewelry', 'rich', 'dig', 'expensive', 'necklace', 'element']"
gold-silver,easy,clueOption1,union,32,7883,20,18,"['shine', 'Christmas', 'money', 'medal', 'precious', 'valuable', 'bronze', 'colors', 'mineral', 'riches', 'metal', 'jewelry', 'rich', 'dig', 'expensive', 'elements', 'necklace', 'element']"
gold-silver,easy,clueOption1,union,64,9584,20,18,"['shine', 'Christmas', 'money', 'medal', 'precious', 'valuable', 'bronze', 'colors', 'mineral', 'riches', 'metal', 'jewelry', 'rich', 'dig', 'expensive', 'elements', 'necklace', 'element']"
gold-silver,easy,clueOption1,union,128,10773,20,18,"['shine', 'Christmas', 'money', 'medal', 'precious', 'valuable', 'bronze', 'colors', 'mineral', 'riches', 'metal', 'jewelry', 'rich', 'dig', 'expensive', 'elements', 'necklace', 'element']"
gold-silver,easy,clueOption1,union,256,11541,20,18,"['shine', 'Christmas', 'money', 'medal', 'precious', 'valuable', 'bronze', 'colors', 'mineral', 'riches', 'metal', 'jewelry', 'rich', 'dig', 'expensive', 'elements', 'necklace', 'element']"
gold-silver,easy,clueOption1,union,512,11913,20,18,"['shine', 'Christmas', 'money', 'medal', 'precious', 'valuable', 'mineral', 'colors', 'bronze', 'riches', 'metal', 'jewelry', 'rich', 'dig', 'expensive', 'elements', 'necklace', 'element']"
gold-silver,easy,clueOption1,union,1024,12089,20,18,"['shine', 'Christmas', 'money', 'medal', 'precious', 'valuable', 'mineral', 'colors', 'bronze', 'riches', 'metal', 'jewelry', 'rich', 'dig', 'expensive', 'elements', 'necklace', 'element']"
