,boardnames,wordpair,Clue1,clue_score,clue_rank,alpha,Model
0,e2_board9_words,weird-trauma,difficult,0.00010446780545999814,1019,0.5,swow
0,e2_board9_words,weird-trauma,dysfunction,NA,NA,0.5,swow
0,e2_board9_words,weird-trauma,eerie,0.0005162539943850848,54,0.5,swow
0,e2_board9_words,weird-trauma,emergency,0.0001676101916597038,276,0.5,swow
0,e2_board9_words,weird-trauma,feeling,0.00010625010921564561,963,0.5,swow
0,e2_board9_words,weird-trauma,hallucination,6.712860788935615e-05,8961,0.5,swow
0,e2_board9_words,weird-trauma,horror,0.000190143853651828,217,0.5,swow
0,e2_board9_words,weird-trauma,hospital,0.00018893615121093733,219,0.5,swow
0,e2_board9_words,weird-trauma,hurt,0.0006271973938887963,33,0.5,swow
0,e2_board9_words,weird-trauma,incident,0.0001078953729198498,918,0.5,swow
0,e2_board9_words,weird-trauma,injury,0.0006808749708673957,25,0.5,swow
0,e2_board9_words,weird-trauma,insanity,0.00012546087661106275,618,0.5,swow
0,e2_board9_words,weird-trauma,memorable,9.736898459806018e-05,1245,0.5,swow
0,e2_board9_words,weird-trauma,minority,7.316410622751098e-05,5658,0.5,swow
0,e2_board9_words,weird-trauma,misdiagnosis,NA,NA,0.5,swow
0,e2_board9_words,weird-trauma,nightmare,8.764366062117883e-05,1799,0.5,swow
0,e2_board9_words,weird-trauma,paranormal,0.00015424123060075887,338,0.5,swow
0,e2_board9_words,weird-trauma,psychoanalysis,0.00013659967685116339,478,0.5,swow
0,e2_board9_words,weird-trauma,PTSD,NA,NA,0.5,swow
0,e2_board9_words,weird-trauma,rollercoaster,NA,NA,0.5,swow
0,e2_board9_words,weird-trauma,scar,0.00040914963024614047,76,0.5,swow
0,e2_board9_words,weird-trauma,school,7.539371266953856e-05,4392,0.5,swow
0,e2_board9_words,weird-trauma,shock,0.00012521582230182922,621,0.5,swow
0,e2_board9_words,weird-trauma,stab,0.00019462485843107708,207,0.5,swow
0,e2_board9_words,weird-trauma,strange,0.0013143385640888633,2,0.5,swow
0,e2_board9_words,weird-trauma,trigger,7.691560835306739e-05,3741,0.5,swow
0,e2_board9_words,weird-trauma,uncomfortable,0.00043056075084225423,68,0.5,swow
0,e2_board9_words,weird-trauma,unusual,0.0012036387544302582,10,0.5,swow
0,e2_board9_words,weird-trauma,you,7.165056606823933e-05,6532,0.5,swow
0,e2_board10_words,chair-table,desk,0.0012540947680478227,31,0.5,swow
0,e2_board10_words,chair-table,dine,0.00021072032797544714,89,0.5,swow
0,e2_board10_words,chair-table,dining,0.0005703895000266201,38,0.5,swow
0,e2_board10_words,chair-table,dining room,0.0015795236600771622,29,0.5,swow
0,e2_board10_words,chair-table,dinner,0.00024041375332846192,70,0.5,swow
0,e2_board10_words,chair-table,furniture,0.03556854155254603,2,0.5,swow
0,e2_board10_words,chair-table,household,5.1289654804770854e-05,1308,0.5,swow
0,e2_board10_words,chair-table,kitchen,0.00018667984219027174,103,0.5,swow
0,e2_board10_words,chair-table,mealtime,NA,NA,0.5,swow
0,e2_board10_words,chair-table,seat,0.0300553296281192,3,0.5,swow
0,e2_board10_words,chair-table,sit,0.02649985903024479,4,0.5,swow
0,e2_board10_words,feet-chapel,aisle,0.000588269688409087,88,0.5,swow
0,e2_board10_words,feet-chapel,baptism,0.0003134628282322751,153,0.5,swow
0,e2_board10_words,feet-chapel,bare,7.927730516298049e-05,2586,0.5,swow
0,e2_board10_words,feet-chapel,Catholicism,NA,NA,0.5,swow
0,e2_board10_words,feet-chapel,church,0.0012846256979499291,4,0.5,swow
0,e2_board10_words,feet-chapel,churchgoer,NA,NA,0.5,swow
0,e2_board10_words,feet-chapel,churchyard,NA,NA,0.5,swow
0,e2_board10_words,feet-chapel,cleanse,6.303951018040361e-05,9895,0.5,swow
0,e2_board10_words,feet-chapel,David,8.906196703482462e-05,1083,0.5,swow
0,e2_board10_words,feet-chapel,foot,0.0007051085106381882,79,0.5,swow
0,e2_board10_words,feet-chapel,god,NA,NA,0.5,swow
0,e2_board10_words,feet-chapel,ground,7.364271124691043e-05,5369,0.5,swow
0,e2_board10_words,feet-chapel,holy,0.0006139906035526695,86,0.5,swow
0,e2_board10_words,feet-chapel,Jesus,0.0002591112902602752,183,0.5,swow
0,e2_board10_words,feet-chapel,kneel,0.0008505572768767592,55,0.5,swow
0,e2_board10_words,feet-chapel,marble,7.031105159514296e-05,7069,0.5,swow
0,e2_board10_words,feet-chapel,miracle,0.00017337531902716585,248,0.5,swow
0,e2_board10_words,feet-chapel,mosque,0.0008047711304889683,64,0.5,swow
0,e2_board10_words,feet-chapel,penny loafers,NA,NA,0.5,swow
0,e2_board10_words,feet-chapel,pilgrimage,0.0003172396213647548,150,0.5,swow
0,e2_board10_words,feet-chapel,pope,0.0010796783428921905,24,0.5,swow
0,e2_board10_words,feet-chapel,prayer,0.001021890000189627,30,0.5,swow
0,e2_board10_words,feet-chapel,religious,0.0008413787148642992,57,0.5,swow
0,e2_board10_words,feet-chapel,sandals,0.0006191609397320601,85,0.5,swow
0,e2_board10_words,feet-chapel,shoe,0.0009491103086864065,37,0.5,swow
0,e2_board10_words,feet-chapel,stand,9.652063534076327e-05,728,0.5,swow
0,e2_board10_words,feet-chapel,walk,0.00015479536688117577,281,0.5,swow
0,e2_board10_words,feet-chapel,waltz,0.00010626503104483775,534,0.5,swow
0,e2_board10_words,feet-chapel,wash,5.76350031281127e-05,11067,0.5,swow
0,e2_board10_words,feet-chapel,worship,0.0007575223162512345,70,0.5,swow
0,e2_board10_words,garage-bone,back,0.0001243668981473307,556,0.5,swow
0,e2_board10_words,garage-bone,barbecue,8.104297623358898e-05,2415,0.5,swow
0,e2_board10_words,garage-bone,build,0.00011744964441366397,631,0.5,swow
0,e2_board10_words,garage-bone,car,0.0009301270070779047,13,0.5,swow
0,e2_board10_words,garage-bone,dog,0.0001516355931583036,370,0.5,swow
0,e2_board10_words,garage-bone,doghouse,NA,NA,0.5,swow
0,e2_board10_words,garage-bone,door,0.00014900741725075065,383,0.5,swow
0,e2_board10_words,garage-bone,drum,8.07705816710861e-05,2462,0.5,swow
0,e2_board10_words,garage-bone,epidermis,NA,NA,0.5,swow
0,e2_board10_words,garage-bone,fill,7.923439107053278e-05,2745,0.5,swow
0,e2_board10_words,garage-bone,kennel,NA,NA,0.5,swow
0,e2_board10_words,garage-bone,milk,8.432333694756846e-05,1954,0.5,swow
0,e2_board10_words,garage-bone,motorcycle,0.00011711714281449878,636,0.5,swow
0,e2_board10_words,garage-bone,remains,0.00012785384040247302,522,0.5,swow
0,e2_board10_words,garage-bone,saw,5.951251490984018e-05,10567,0.5,swow
0,e2_board10_words,garage-bone,skeleton,0.0007594870909320443,47,0.5,swow
0,e2_board10_words,garage-bone,snoopy,0.00014532468123248297,406,0.5,swow
0,e2_board10_words,garage-bone,spooky,8.416006665979626e-05,1973,0.5,swow
0,e2_board10_words,garage-bone,storage,0.00011006359362161784,747,0.5,swow
0,e2_board10_words,garage-bone,structure,0.00011981504942007002,599,0.5,swow
0,e2_board10_words,garage-bone,tool,9.072340788823924e-05,1435,0.5,swow
0,e2_board10_words,garage-bone,trash,9.41145608085514e-05,1239,0.5,swow
0,e2_board10_words,garage-bone,underground,6.656342501412123e-05,8226,0.5,swow
0,e1_board1_words,exam-algebra,calculus,0.005138996815760053,4,0.6000000000000001,swow
0,e1_board1_words,exam-algebra,equation,0.004717686982690727,6,0.6000000000000001,swow
0,e1_board1_words,exam-algebra,knowledge,0.00016965916403003002,380,0.6000000000000001,swow
0,e1_board1_words,exam-algebra,math,0.004553848571268325,8,0.6000000000000001,swow
0,e1_board1_words,exam-algebra,school,0.0010759585063967291,58,0.6000000000000001,swow
0,e1_board1_words,exam-algebra,study,0.0019706576675949327,41,0.6000000000000001,swow
0,e1_board1_words,exam-algebra,test,0.0038322590763820467,17,0.6000000000000001,swow
0,e1_board1_words,giggle-abnormal,awkward,0.0007178228025485485,71,0.6000000000000001,swow
0,e1_board1_words,giggle-abnormal,cackle,NA,NA,0.6000000000000001,swow
0,e1_board1_words,giggle-abnormal,comedy,0.0019413396707656395,31,0.6000000000000001,swow
0,e1_board1_words,giggle-abnormal,embarrass,0.00017220130063228415,245,0.6000000000000001,swow
0,e1_board1_words,giggle-abnormal,emotion,0.00012151638765539266,417,0.6000000000000001,swow
0,e1_board1_words,giggle-abnormal,extravert,NA,NA,0.6000000000000001,swow
0,e1_board1_words,giggle-abnormal,funny,0.00348649363868882,4,0.6000000000000001,swow
0,e1_board1_words,giggle-abnormal,giddy,0.0005030281159480489,88,0.6000000000000001,swow
0,e1_board1_words,giggle-abnormal,goofy,0.003503095015477189,3,0.6000000000000001,swow
0,e1_board1_words,giggle-abnormal,happy,0.00025152298372857636,143,0.6000000000000001,swow
0,e1_board1_words,giggle-abnormal,hilarious,0.002687512567940182,8,0.6000000000000001,swow
0,e1_board1_words,giggle-abnormal,hysterical,0.0014629235577463397,46,0.6000000000000001,swow
0,e1_board1_words,giggle-abnormal,insane,9.941742846042137e-05,602,0.6000000000000001,swow
0,e1_board1_words,giggle-abnormal,laugh,0.002141053034126296,23,0.6000000000000001,swow
0,e1_board1_words,giggle-abnormal,outburst,NA,NA,0.6000000000000001,swow
0,e1_board1_words,giggle-abnormal,quirky,0.004623591401642993,1,0.6000000000000001,swow
0,e1_board1_words,giggle-abnormal,silly,0.001332474555478332,47,0.6000000000000001,swow
0,e1_board1_words,giggle-abnormal,snort,0.00029607737457245525,123,0.6000000000000001,swow
0,e1_board1_words,giggle-abnormal,standout,NA,NA,0.6000000000000001,swow
0,e1_board1_words,giggle-abnormal,weird,0.002587822140661411,11,0.6000000000000001,swow
0,e1_board1_words,void-couch,alone,0.00012412093672999457,420,0.6000000000000001,swow
0,e1_board1_words,void-couch,comfort,0.0005697417801354159,50,0.6000000000000001,swow
0,e1_board1_words,void-couch,comfortable,0.0009823697089769209,35,0.6000000000000001,swow
0,e1_board1_words,void-couch,crack,9.105974933163028e-05,1126,0.6000000000000001,swow
0,e1_board1_words,void-couch,depress,NA,NA,0.6000000000000001,swow
0,e1_board1_words,void-couch,depressed,9.301440030539989e-05,1016,0.6000000000000001,swow
0,e1_board1_words,void-couch,empty,0.0020995425453838724,8,0.6000000000000001,swow
0,e1_board1_words,void-couch,furniture,0.0014089139538430023,28,0.6000000000000001,swow
0,e1_board1_words,void-couch,lazy,0.00024596864499648504,116,0.6000000000000001,swow
0,e1_board1_words,void-couch,move,7.895503757358523e-05,2768,0.6000000000000001,swow
0,e1_board1_words,void-couch,pillow,0.0004228469305836496,59,0.6000000000000001,swow
0,e1_board1_words,void-couch,purchase,6.98640529972839e-05,7500,0.6000000000000001,swow
0,e1_board1_words,void-couch,relax,0.0008355751550415912,36,0.6000000000000001,swow
0,e1_board1_words,void-couch,seat,0.0019410676971078039,11,0.6000000000000001,swow
0,e1_board1_words,void-couch,seatcheck,NA,NA,0.6000000000000001,swow
0,e1_board1_words,void-couch,sedentary,NA,NA,0.6000000000000001,swow
0,e1_board1_words,void-couch,sit,0.00166834088844186,17,0.6000000000000001,swow
0,e1_board1_words,void-couch,sofa,0.002403452350498625,2,0.6000000000000001,swow
0,e1_board1_words,void-couch,space,0.00031764732759776836,81,0.6000000000000001,swow
0,e1_board1_words,void-couch,stare,8.596507282337471e-05,1528,0.6000000000000001,swow
0,e1_board1_words,void-couch,store,7.801455872842941e-05,3050,0.6000000000000001,swow
0,e1_board1_words,void-couch,weekend,0.00010502049286012287,662,0.6000000000000001,swow
0,e1_board2_words,beginning-brake,abrupt,0.00039264382180768617,157,0.6000000000000001,swow
0,e1_board2_words,beginning-brake,bicycle,0.00020393140463995652,309,0.6000000000000001,swow
0,e1_board2_words,beginning-brake,bike,0.0001890249177982865,326,0.6000000000000001,swow
0,e1_board2_words,beginning-brake,car,0.0005775204768709096,60,0.6000000000000001,swow
0,e1_board2_words,beginning-brake,cautious,9.169251659112628e-05,1012,0.6000000000000001,swow
0,e1_board2_words,beginning-brake,drive,0.0005112446151315912,93,0.6000000000000001,swow
0,e1_board2_words,beginning-brake,driver,0.0005068896052744772,97,0.6000000000000001,swow
0,e1_board2_words,beginning-brake,end,0.0015221414920905487,22,0.6000000000000001,swow
0,e1_board2_words,beginning-brake,ignition,0.001929978652692299,14,0.6000000000000001,swow
0,e1_board2_words,beginning-brake,license,0.00028177167881315743,230,0.6000000000000001,swow
0,e1_board2_words,beginning-brake,manual,0.00027769212276403696,233,0.6000000000000001,swow
0,e1_board2_words,beginning-brake,new,0.00019433659488231434,322,0.6000000000000001,swow
0,e1_board2_words,beginning-brake,race,0.00025907570592971973,244,0.6000000000000001,swow
0,e1_board2_words,beginning-brake,restart,0.0005781244447093421,59,0.6000000000000001,swow
0,e1_board2_words,beginning-brake,slow,0.00015787025239789103,390,0.6000000000000001,swow
0,e1_board2_words,beginning-brake,start,0.0032068231520320212,3,0.6000000000000001,swow
0,e1_board2_words,beginning-brake,stop,0.0015354724850844543,21,0.6000000000000001,swow
0,e1_board2_words,beginning-brake,stoplight,0.00043693701443987733,135,0.6000000000000001,swow
0,e1_board2_words,beginning-brake,time,9.940235747379253e-05,820,0.6000000000000001,swow
0,e1_board2_words,beginning-brake,tricycle,0.00013148197978613032,504,0.6000000000000001,swow
0,e1_board2_words,birds-aircraft,flight,0.06274038261551931,0,0.6000000000000001,swow
0,e1_board2_words,birds-aircraft,fly,0.04585180847674115,2,0.6000000000000001,swow
0,e1_board2_words,birds-aircraft,sky,0.0006687649020952522,62,0.6000000000000001,swow
0,e1_board2_words,birds-aircraft,turbine,NA,NA,0.6000000000000001,swow
0,e1_board2_words,school-stop,break,0.00018941944478890717,306,0.6000000000000001,swow
0,e1_board2_words,school-stop,bus,0.00034501428195832885,188,0.6000000000000001,swow
0,e1_board2_words,school-stop,cancel,0.0013173418252713667,52,0.6000000000000001,swow
0,e1_board2_words,school-stop,children,0.00019285347124124713,303,0.6000000000000001,swow
0,e1_board2_words,school-stop,class,0.0017772041956183701,10,0.6000000000000001,swow
0,e1_board2_words,school-stop,cross,5.6816005299397625e-05,8870,0.6000000000000001,swow
0,e1_board2_words,school-stop,crosswalk,0.00011467463020399242,663,0.6000000000000001,swow
0,e1_board2_words,school-stop,education,0.0017581358078566172,13,0.6000000000000001,swow
0,e1_board2_words,school-stop,end,0.00014989978526165303,408,0.6000000000000001,swow
0,e1_board2_words,school-stop,graduate,0.0013432783132630017,48,0.6000000000000001,swow
0,e1_board2_words,school-stop,graduation,0.000823982398403675,95,0.6000000000000001,swow
0,e1_board2_words,school-stop,learn,0.0012590037273095718,61,0.6000000000000001,swow
0,e1_board2_words,school-stop,red,8.953135478193431e-05,1220,0.6000000000000001,swow
0,e1_board2_words,school-stop,safety,0.00010896549853427599,731,0.6000000000000001,swow
0,e1_board2_words,school-stop,schedule,0.0001950134197248649,301,0.6000000000000001,swow
0,e1_board2_words,school-stop,sign,0.0007052816110141951,112,0.6000000000000001,swow
0,e1_board2_words,school-stop,sky,4.669868904170662e-05,11800,0.6000000000000001,swow
0,e1_board2_words,school-stop,summer,5.779629989097551e-05,8276,0.6000000000000001,swow
0,e1_board2_words,school-stop,suspension,NA,NA,0.6000000000000001,swow
0,e1_board2_words,school-stop,vacation,7.084080383588683e-05,2735,0.6000000000000001,swow
0,e1_board2_words,school-stop,washu,NA,NA,0.6000000000000001,swow
0,e1_board3_words,circle-dance,art,8.312673427847925e-05,1356,0.6000000000000001,swow
0,e1_board3_words,circle-dance,campfire,7.338601117598072e-05,2731,0.6000000000000001,swow
0,e1_board3_words,circle-dance,celebration,0.00015060038719557148,354,0.6000000000000001,swow
0,e1_board3_words,circle-dance,choreography,NA,NA,0.6000000000000001,swow
0,e1_board3_words,circle-dance,circus,7.485287081874072e-05,2388,0.6000000000000001,swow
0,e1_board3_words,circle-dance,formation,0.00019674154625918739,230,0.6000000000000001,swow
0,e1_board3_words,circle-dance,group,8.925315194409615e-05,1054,0.6000000000000001,swow
0,e1_board3_words,circle-dance,hula,0.0031636481191890677,8,0.6000000000000001,swow
0,e1_board3_words,circle-dance,K-pop,NA,NA,0.6000000000000001,swow
0,e1_board3_words,circle-dance,mixer,0.00018094455631832823,273,0.6000000000000001,swow
0,e1_board3_words,circle-dance,moshpit,NA,NA,0.6000000000000001,swow
0,e1_board3_words,circle-dance,move,0.00024276929628987408,168,0.6000000000000001,swow
0,e1_board3_words,circle-dance,movement,0.0005641872255294634,78,0.6000000000000001,swow
0,e1_board3_words,circle-dance,party,0.00018696612101208127,260,0.6000000000000001,swow
0,e1_board3_words,circle-dance,performance,0.0001877416481673951,258,0.6000000000000001,swow
0,e1_board3_words,circle-dance,prom,0.0017398472497351918,37,0.6000000000000001,swow
0,e1_board3_words,circle-dance,ritual,0.00011650616084095514,550,0.6000000000000001,swow
0,e1_board3_words,circle-dance,round,0.003230319950300912,6,0.6000000000000001,swow
0,e1_board3_words,circle-dance,shape,0.0008757378672098419,58,0.6000000000000001,swow
0,e1_board3_words,circle-dance,social,0.00011933222728920566,530,0.6000000000000001,swow
0,e1_board3_words,circle-dance,spin,0.002135761352786581,23,0.6000000000000001,swow
0,e1_board3_words,circle-dance,square,0.0010053253196826042,52,0.6000000000000001,swow
0,e1_board3_words,circle-dance,squaredance,NA,NA,0.6000000000000001,swow
0,e1_board3_words,circle-dance,twirl,0.0059619478551590725,0,0.6000000000000001,swow
0,e1_board3_words,famine-calorie,anorexia,0.00018508222416739988,199,0.6000000000000001,swow
0,e1_board3_words,famine-calorie,appetite,0.02056686075654015,4,0.6000000000000001,swow
0,e1_board3_words,famine-calorie,deficit,3.9254187419189315e-06,7085,0.6000000000000001,swow
0,e1_board3_words,famine-calorie,diet,0.00839840918096425,45,0.6000000000000001,swow
0,e1_board3_words,famine-calorie,food,0.013331999586600637,17,0.6000000000000001,swow
0,e1_board3_words,famine-calorie,hunger,0.023478182823924006,2,0.6000000000000001,swow
0,e1_board3_words,famine-calorie,potato,1.981330725198824e-05,522,0.6000000000000001,swow
0,e1_board3_words,famine-calorie,starve,0.02682788521714133,0,0.6000000000000001,swow
0,e1_board3_words,famine-calorie,Benjamin,NA,NA,0.6000000000000001,swow
0,e1_board3_words,hundred-economy,cash,0.006476806832119313,25,0.6000000000000001,swow
0,e1_board3_words,hundred-economy,dollar,0.007973992259019356,8,0.6000000000000001,swow
0,e1_board3_words,hundred-economy,dollars,0.014211383687105152,3,0.6000000000000001,swow
0,e1_board3_words,hundred-economy,fortune,0.0014802368156675016,165,0.6000000000000001,swow
0,e1_board3_words,hundred-economy,large,1.4103152495291092e-05,1416,0.6000000000000001,swow
0,e1_board3_words,hundred-economy,monetary,0.006441646703511375,28,0.6000000000000001,swow
0,e1_board3_words,hundred-economy,money,0.006802801047126356,20,0.6000000000000001,swow
0,e1_board3_words,hundred-economy,monopoly,0.00029556711922002095,256,0.6000000000000001,swow
0,e1_board3_words,hundred-economy,number,0.00014564263758259447,303,0.6000000000000001,swow
0,e1_board3_words,hundred-economy,percentage,0.0005489628038158286,221,0.6000000000000001,swow
0,e1_board3_words,hundred-economy,price,0.0035790718708454687,114,0.6000000000000001,swow
0,e1_board3_words,hundred-economy,rich,0.00015088219341615307,299,0.6000000000000001,swow
0,e1_board3_words,hundred-economy,stock,0.001034998621362875,181,0.6000000000000001,swow
0,e1_board3_words,hundred-economy,Wall Street,0.005526647128222883,59,0.6000000000000001,swow
0,e1_board4_words,corpse-fight,abuse,0.0001275536868191807,519,0.6000000000000001,swow
0,e1_board4_words,corpse-fight,battle,0.0019731284630866816,8,0.6000000000000001,swow
0,e1_board4_words,corpse-fight,body,0.00043653089713450657,128,0.6000000000000001,swow
0,e1_board4_words,corpse-fight,dark,7.246536875985032e-05,2794,0.6000000000000001,swow
0,e1_board4_words,corpse-fight,dead,0.0017817466330570509,13,0.6000000000000001,swow
0,e1_board4_words,corpse-fight,death,0.0019524347389146275,10,0.6000000000000001,swow
0,e1_board4_words,corpse-fight,fatal,0.0014985728825185902,33,0.6000000000000001,swow
0,e1_board4_words,corpse-fight,funeral,0.0013634989724297605,45,0.6000000000000001,swow
0,e1_board4_words,corpse-fight,gladiator,0.0009257061280041807,76,0.6000000000000001,swow
0,e1_board4_words,corpse-fight,gun,8.856324759883809e-05,1181,0.6000000000000001,swow
0,e1_board4_words,corpse-fight,Hamilton,NA,NA,0.6000000000000001,swow
0,e1_board4_words,corpse-fight,kill,0.00028165829205203203,192,0.6000000000000001,swow
0,e1_board4_words,corpse-fight,knockout,NA,NA,0.6000000000000001,swow
0,e1_board4_words,corpse-fight,murder,0.0005617472707522,105,0.6000000000000001,swow
0,e1_board4_words,corpse-fight,war,0.0006685336578421072,95,0.6000000000000001,swow
0,e1_board4_words,corpse-fight,zombie,0.0007595842387286392,89,0.6000000000000001,swow
0,e1_board4_words,graph-copy,analyze,0.0001317047982876577,501,0.6000000000000001,swow
0,e1_board4_words,graph-copy,cheat,0.00014466543161533932,427,0.6000000000000001,swow
0,e1_board4_words,graph-copy,computer,0.00011472058699894567,641,0.6000000000000001,swow
0,e1_board4_words,graph-copy,data,0.0002628039889255638,188,0.6000000000000001,swow
0,e1_board4_words,graph-copy,document,0.0008989328810884757,29,0.6000000000000001,swow
0,e1_board4_words,graph-copy,excel,0.00014714772816275067,418,0.6000000000000001,swow
0,e1_board4_words,graph-copy,homework,0.00021611750428562283,233,0.6000000000000001,swow
0,e1_board4_words,graph-copy,math,0.0008461263973994916,35,0.6000000000000001,swow
0,e1_board4_words,graph-copy,Microsoft,9.831262512106173e-05,917,0.6000000000000001,swow
0,e1_board4_words,graph-copy,note,0.00023114208103329131,221,0.6000000000000001,swow
0,e1_board4_words,graph-copy,number,0.0001657000682031762,334,0.6000000000000001,swow
0,e1_board4_words,graph-copy,office,0.00020325642003199686,246,0.6000000000000001,swow
0,e1_board4_words,graph-copy,paper,0.0011795708064363743,25,0.6000000000000001,swow
0,e1_board4_words,graph-copy,photo,0.0001714073073493047,315,0.6000000000000001,swow
0,e1_board4_words,graph-copy,program,0.0001274078734245798,533,0.6000000000000001,swow
0,e1_board4_words,graph-copy,spreadsheet,0.0004817332134263306,84,0.6000000000000001,swow
0,e1_board4_words,graph-copy,statistic,0.0007002879382635248,53,0.6000000000000001,swow
0,e1_board4_words,graph-copy,work,9.956806487942526e-05,887,0.6000000000000001,swow
0,e1_board4_words,kitchen-egg,bacon,0.0005150548835105764,183,0.6000000000000001,swow
0,e1_board4_words,kitchen-egg,bake,0.0005315973596156536,178,0.6000000000000001,swow
0,e1_board4_words,kitchen-egg,breakfast,0.0009404717635526129,95,0.6000000000000001,swow
0,e1_board4_words,kitchen-egg,chicken,0.005230402487103345,14,0.6000000000000001,swow
0,e1_board4_words,kitchen-egg,cook,0.00523336961651776,13,0.6000000000000001,swow
0,e1_board4_words,kitchen-egg,domestic,7.593060358559734e-05,1105,0.6000000000000001,swow
0,e1_board4_words,kitchen-egg,food,0.0012531991953197434,68,0.6000000000000001,swow
0,e1_board4_words,kitchen-egg,fry,0.005609240465838884,12,0.6000000000000001,swow
0,e1_board4_words,kitchen-egg,omelet,0.007287491742507715,5,0.6000000000000001,swow
0,e1_board4_words,kitchen-egg,scramble,0.0017763256501587598,48,0.6000000000000001,swow
0,e1_board5_words,homeless-apartment,food,5.9260887331942866e-05,6312,0.6000000000000001,swow
0,e1_board5_words,homeless-apartment,gentrification,NA,NA,0.6000000000000001,swow
0,e1_board5_words,homeless-apartment,hobo,0.0019084468590673314,40,0.6000000000000001,swow
0,e1_board5_words,homeless-apartment,home,0.0023955734085198987,23,0.6000000000000001,swow
0,e1_board5_words,homeless-apartment,house,0.0028832456919777967,15,0.6000000000000001,swow
0,e1_board5_words,homeless-apartment,live,0.0008146993508989136,82,0.6000000000000001,swow
0,e1_board5_words,homeless-apartment,living,0.00040519560816386466,131,0.6000000000000001,swow
0,e1_board5_words,homeless-apartment,price control,NA,NA,0.6000000000000001,swow
0,e1_board5_words,homeless-apartment,residence,0.0027701626979656554,16,0.6000000000000001,swow
0,e1_board5_words,homeless-apartment,shelter,0.0067605379317247855,1,0.6000000000000001,swow
0,e1_board5_words,homeless-apartment,sleep,7.140188384747598e-05,2141,0.6000000000000001,swow
0,e1_board5_words,homeless-apartment,welfare,0.0009836576236239244,73,0.6000000000000001,swow
0,e1_board5_words,near-astronaut,discover,9.60549784344533e-05,628,0.6000000000000001,swow
0,e1_board5_words,near-astronaut,distance,0.0007062410561577973,63,0.6000000000000001,swow
0,e1_board5_words,near-astronaut,far,0.002314095984114651,13,0.6000000000000001,swow
0,e1_board5_words,near-astronaut,land,0.00010967334865217777,428,0.6000000000000001,swow
0,e1_board5_words,near-astronaut,mars,NA,NA,0.6000000000000001,swow
0,e1_board5_words,near-astronaut,moon,0.000719642916619442,62,0.6000000000000001,swow
0,e1_board5_words,near-astronaut,NASA,0.002533812513602349,9,0.6000000000000001,swow
0,e1_board5_words,near-astronaut,orbit,0.0007510578866440784,59,0.6000000000000001,swow
0,e1_board5_words,near-astronaut,rocket,0.0017589485859600747,25,0.6000000000000001,swow
0,e1_board5_words,near-astronaut,space,0.0027441032523385974,3,0.6000000000000001,swow
0,e1_board5_words,near-astronaut,space station,NA,NA,0.6000000000000001,swow
0,e1_board5_words,near-astronaut,spatial,NA,NA,0.6000000000000001,swow
0,e1_board5_words,near-astronaut,train,6.841600327952841e-05,7096,0.6000000000000001,swow
0,e1_board5_words,onion-cigarette,breath,0.00011907636981827749,992,0.6000000000000001,swow
0,e1_board5_words,onion-cigarette,burn,0.00021564542734734196,362,0.6000000000000001,swow
0,e1_board5_words,onion-cigarette,cough,0.000129070866173854,882,0.6000000000000001,swow
0,e1_board5_words,onion-cigarette,cry,0.0002603011436574583,233,0.6000000000000001,swow
0,e1_board5_words,onion-cigarette,disgust,8.806382528023562e-05,1825,0.6000000000000001,swow
0,e1_board5_words,onion-cigarette,gross,0.00013978076372670795,769,0.6000000000000001,swow
0,e1_board5_words,onion-cigarette,halitosis,NA,NA,0.6000000000000001,swow
0,e1_board5_words,onion-cigarette,heat,0.00010160968111664495,1310,0.6000000000000001,swow
0,e1_board5_words,onion-cigarette,lung,0.00021418432158807615,369,0.6000000000000001,swow
0,e1_board5_words,onion-cigarette,mouth,0.00010700960032073548,1183,0.6000000000000001,swow
0,e1_board5_words,onion-cigarette,odor,0.0002425781057111537,277,0.6000000000000001,swow
0,e1_board5_words,onion-cigarette,plant,0.00024004609253883442,285,0.6000000000000001,swow
0,e1_board5_words,onion-cigarette,pungent,0.00029464262674277255,167,0.6000000000000001,swow
0,e1_board5_words,onion-cigarette,smell,0.0003282254724171873,127,0.6000000000000001,swow
0,e1_board5_words,onion-cigarette,smelly,0.0003234859984258329,133,0.6000000000000001,swow
0,e1_board5_words,onion-cigarette,stink,0.000319095795937996,140,0.6000000000000001,swow
0,e1_board5_words,onion-cigarette,strong,8.401752872326655e-05,2073,0.6000000000000001,swow
0,e1_board6_words,definition-assist,clarify,0.0002620231410764958,188,0.6000000000000001,swow
0,e1_board6_words,definition-assist,dictionary,0.0026334552256104,17,0.6000000000000001,swow
0,e1_board6_words,definition-assist,explain,0.0007276829352381195,55,0.6000000000000001,swow
0,e1_board6_words,definition-assist,help,0.005077722804258188,4,0.6000000000000001,swow
0,e1_board6_words,definition-assist,helpful,0.0006209696692446799,65,0.6000000000000001,swow
0,e1_board6_words,definition-assist,instructor,0.00013741650205251438,468,0.6000000000000001,swow
0,e1_board6_words,definition-assist,reference,0.0005595028851003318,74,0.6000000000000001,swow
0,e1_board6_words,definition-assist,rondo,NA,NA,0.6000000000000001,swow
0,e1_board6_words,definition-assist,synonym,0.0005604447082963687,73,0.6000000000000001,swow
0,e1_board6_words,definition-assist,teach,0.00023650112629910444,218,0.6000000000000001,swow
