"wordpair","clue","guess","count"
"giant-subtle","big","giant-drum",1
"giant-subtle","big","giant-tall",7
"giant-subtle","big","icing-drum",1
"giant-subtle","big","land-giant",2
"giant-subtle","big","tall-acre",2
"giant-subtle","big","tall-army",1
"giant-subtle","big","tall-giant",11
"giant-subtle","big","tall-land",1
"giant-subtle","quiet","drum-style",1
"giant-subtle","quiet","fine-subtle",1
"giant-subtle","quiet","horn-drum",1
"giant-subtle","quiet","land-drum",1
"giant-subtle","quiet","pen-style",1
"giant-subtle","quiet","rural-subtle",2
"giant-subtle","quiet","sad-fine",3
"giant-subtle","quiet","sad-land",1
"giant-subtle","quiet","sad-pen",1
"giant-subtle","quiet","sad-rural",2
"giant-subtle","quiet","sad-subtle",1
"giant-subtle","quiet","subtle-fine",3
"giant-subtle","quiet","subtle-happy",1
"giant-subtle","quiet","subtle-horn",1
"giant-subtle","quiet","subtle-pen",2
"giant-subtle","quiet","subtle-ride",1
"giant-subtle","quiet","subtle-rural",4
"giant-subtle","quiet","subtle-sad",2
"giant-subtle","quiet","subtle-subtle",1
"giant-subtle","subdue","army-floor",1
"giant-subtle","subdue","army-giant",2
"giant-subtle","subdue","army-land",1
"giant-subtle","subdue","fine-acre",1
"giant-subtle","subdue","fine-army",1
"giant-subtle","subdue","fine-floor",1
"giant-subtle","subdue","fine-sad",1
"giant-subtle","subdue","giant-army",1
"giant-subtle","subdue","icing-subtle",1
"giant-subtle","subdue","pen-floor",1
"giant-subtle","subdue","pen-tile",1
"giant-subtle","subdue","ride-icing",1
"giant-subtle","subdue","ride-rural",1
"giant-subtle","subdue","rural-subtle",1
"giant-subtle","subdue","sad-subtle",1
"giant-subtle","subdue","subtle-army",2
"giant-subtle","subdue","subtle-fine",4
"giant-subtle","subdue","subtle-floor",1
"giant-subtle","subdue","subtle-sad",2
"giant-subtle","subdue","subtle-style",1
"giant-subtle","subdue","subtle-subtle",2
"giant-subtle","subdue","subtle-tile",1
"giant-subtle","subdue","tall-giant",1
"giant-subtle","unnoticed","fine-pen",1
"giant-subtle","unnoticed","fine-subtle",2
"giant-subtle","unnoticed","floor-giant",1
"giant-subtle","unnoticed","giant-sad",1
"giant-subtle","unnoticed","rural-floor",2
"giant-subtle","unnoticed","sad-horn",1
"giant-subtle","unnoticed","sad-subtle",2
"giant-subtle","unnoticed","subtle-army",1
"giant-subtle","unnoticed","subtle-fine",9
"giant-subtle","unnoticed","subtle-rural",6
"giant-subtle","unnoticed","subtle-sad",2
"giant-subtle","unnoticed","subtle-subtle",1
"giant-subtle","unnoticed","tile-rural",1
"giggle-abnormal","funny","abnormal-giggle",1
"giggle-abnormal","funny","adore-giggle",2
"giggle-abnormal","funny","giggle-abnormal",1
"giggle-abnormal","funny","giggle-adore",12
"giggle-abnormal","funny","giggle-angry",1
"giggle-abnormal","funny","giggle-better",1
"giggle-abnormal","funny","giggle-giggle",1
"giggle-abnormal","funny","giggle-lead",1
"giggle-abnormal","funny","giggle-outfit",3
"giggle-abnormal","funny","giggle-rumor",5
"giggle-abnormal","funny","rumor-giggle",1
"giggle-abnormal","funny","write-pen",1
"giggle-abnormal","giddy","adore-giggle",5
"giggle-abnormal","giddy","adore-outfit",1
"giggle-abnormal","giddy","algebra-giggle",1
"giggle-abnormal","giddy","depth-anchor",1
"giggle-abnormal","giddy","giggle-abnormal",2
"giggle-abnormal","giddy","giggle-adore",15
"giggle-abnormal","giddy","giggle-anchor",1
"giggle-abnormal","giddy","giggle-better",2
"giggle-abnormal","giddy","rumor-anchor",1
"giggle-abnormal","giddy","rumor-giggle",1
"giggle-abnormal","goofy","abnormal-giggle",1
"giggle-abnormal","goofy","adore-giggle",3
"giggle-abnormal","goofy","bandanna-rumor",1
"giggle-abnormal","goofy","giggle-abnormal",6
"giggle-abnormal","goofy","giggle-adore",6
"giggle-abnormal","goofy","giggle-bandanna",3
"giggle-abnormal","goofy","giggle-better",1
"giggle-abnormal","goofy","giggle-giggle",1
"giggle-abnormal","goofy","giggle-outfit",4
"giggle-abnormal","goofy","giggle-rumor",1
"giggle-abnormal","goofy","pen-better",1
"giggle-abnormal","goofy","rumor-giggle",2
"giggle-abnormal","happy","adore-better",1
"giggle-abnormal","happy","adore-giggle",6
"giggle-abnormal","happy","angry-adore",2
"giggle-abnormal","happy","better-adore",2
"giggle-abnormal","happy","giggle-adore",13
"giggle-abnormal","happy","giggle-better",4
"giggle-abnormal","happy","giggle-yarn",1
"giggle-abnormal","happy","outfit-rumor",1
"glass-cage","bar","dim-love",1
"glass-cage","bar","full-dim",1
"glass-cage","bar","full-hard",1
"glass-cage","bar","full-kitchen",1
"glass-cage","bar","glass-full",3
"glass-cage","bar","glass-kitchen",3
"glass-cage","bar","glass-love",1
"glass-cage","bar","glass-wood",1
"glass-cage","bar","hard-glass",1
"glass-cage","bar","hard-timber",1
"glass-cage","bar","hard-wood",1
"glass-cage","bar","heart-soft",1
"glass-cage","bar","heavy-glass",1
"glass-cage","bar","heavy-timber",1
"glass-cage","bar","kitchen-east",1
"glass-cage","bar","kitchen-glass",2
"glass-cage","bar","kitchen-love",1
"glass-cage","bar","love-boots",1
"glass-cage","bar","new-heavy",1
"glass-cage","bar","timber-dim",1
"glass-cage","bar","timber-kitchen",1
"glass-cage","bar","wood-kitchen",1
"glass-cage","bar","wood-old",1
"glass-cage","bar","wood-timber",2
"glass-cage","break","empty-glass",1
"glass-cage","break","full-empty",1
"glass-cage","break","glass-heart",4
"glass-cage","break","glass-new",1
"glass-cage","break","glass-soft",2
"glass-cage","break","glass-timber",3
"glass-cage","break","glass-wood",2
"glass-cage","break","heart-cage",1
"glass-cage","break","heart-love",1
"glass-cage","break","heavy-hard",1
"glass-cage","break","kitchen-hard",1
"glass-cage","break","love-heart",1
"glass-cage","break","new-full",1
"glass-cage","break","short-love",1
"glass-cage","break","soft-old",1
"glass-cage","break","wood-glass",1
"glass-cage","break","wood-heart",1
"glass-cage","break","wood-soft",1
"glass-cage","break","wood-timber",1
"glass-cage","break","worn-heart",1
"glass-cage","break","worn-old",2
"glass-cage","break","worn-worn",1
"glass-cage","contain","cage-cage",1
"glass-cage","contain","cage-empty",2
"glass-cage","contain","cage-full",4
"glass-cage","contain","cage-glass",4
"glass-cage","contain","cage-kitchen",2
"glass-cage","contain","east-dim",1
"glass-cage","contain","empty-full",3
"glass-cage","contain","full-cage",2
"glass-cage","contain","full-empty",1
"glass-cage","contain","full-glass",3
"glass-cage","contain","full-timber",1
"glass-cage","contain","glass-cage",2
"glass-cage","contain","glass-heart",1
"glass-cage","contain","kitchen-love",1
"glass-cage","contain","love-heart",1
"glass-cage","contain","soft-hard",1
"glass-cage","exhibit","cage-boots",1
"glass-cage","exhibit","cage-cage",1
"glass-cage","exhibit","cage-full",1
"glass-cage","exhibit","cage-kitchen",2
"glass-cage","exhibit","cage-new",2
"glass-cage","exhibit","empty-east",1
"glass-cage","exhibit","full-cage",1
"glass-cage","exhibit","full-empty",1
"glass-cage","exhibit","full-love",1
"glass-cage","exhibit","glass-cage",3
"glass-cage","exhibit","glass-old",1
"glass-cage","exhibit","love-new",1
"glass-cage","exhibit","love-old",1
"glass-cage","exhibit","meter-love",1
"glass-cage","exhibit","new-cage",3
"glass-cage","exhibit","new-full",1
"glass-cage","exhibit","new-glass",2
"glass-cage","exhibit","old-cage",2
"glass-cage","exhibit","old-meter",1
"glass-cage","exhibit","old-worn",1
"glass-cage","exhibit","wood-dim",1
"glass-cage","exhibit","wood-glass",1
"gold-silver","bronze","above-above",1
"gold-silver","bronze","arrow-gold",1
"gold-silver","bronze","blue-host",1
"gold-silver","bronze","blue-silver",1
"gold-silver","bronze","cup-gold",2
"gold-silver","bronze","gold-cup",1
"gold-silver","bronze","gold-silver",7
"gold-silver","bronze","gold-sun",1
"gold-silver","bronze","post-host",1
"gold-silver","bronze","silver-arrow",1
"gold-silver","bronze","silver-gold",12
"gold-silver","bronze","sun-gold",1
"gold-silver","commodity","above-bow",1
"gold-silver","commodity","above-post",1
"gold-silver","commodity","bow-stern",1
"gold-silver","commodity","bowl-cup",1
"gold-silver","commodity","bowl-tent",1
"gold-silver","commodity","cup-lunch",1
"gold-silver","commodity","gold-blue",1
"gold-silver","commodity","gold-plant",1
"gold-silver","commodity","gold-silver",5
"gold-silver","commodity","host-tent",1
"gold-silver","commodity","loose-host",1
"gold-silver","commodity","lunch-host",1
"gold-silver","commodity","lunch-silver",1
"gold-silver","commodity","plant-arrow",1
"gold-silver","commodity","plant-loose",1
"gold-silver","commodity","post-post",1
"gold-silver","commodity","silver-gold",5
"gold-silver","commodity","silver-silver",1
"gold-silver","commodity","stern-tip",1
"gold-silver","commodity","tent-sun",1
"gold-silver","commodity","tip-host",1
"gold-silver","commodity","tip-post",1
"gold-silver","jewelry","blue-blue",1
"gold-silver","jewelry","blue-lace",1
"gold-silver","jewelry","gold-lace",1
"gold-silver","jewelry","gold-loose",1
"gold-silver","jewelry","gold-silver",13
"gold-silver","jewelry","host-host",1
"gold-silver","jewelry","loose-arrow",1
"gold-silver","jewelry","silver-blue",1
"gold-silver","jewelry","silver-gold",10
"gold-silver","money","arrow-tip",1
"gold-silver","money","gold-lunch",1
"gold-silver","money","gold-post",1
"gold-silver","money","gold-silver",10
"gold-silver","money","gold-tip",1
"gold-silver","money","host-host",1
"gold-silver","money","host-loose",1
"gold-silver","money","loose-tip",1
"gold-silver","money","lunch-above",1
"gold-silver","money","lunch-gold",1
"gold-silver","money","silver-gold",3
"gold-silver","money","sun-blue",1
"gold-silver","money","tip-gold",4
"gold-silver","money","tip-lunch",2
"gold-silver","money","tip-silver",1
"graph-copy","cheat","cautious-copy",3
"graph-copy","cheat","cautious-fangs",1
"graph-copy","cheat","cautious-fight",2
"graph-copy","cheat","cautious-reality",1
"graph-copy","cheat","cautious-teacher",1
"graph-copy","cheat","copy-cautious",1
"graph-copy","cheat","copy-clock",1
"graph-copy","cheat","copy-fight",1
"graph-copy","cheat","copy-teacher",4
"graph-copy","cheat","fight-cautious",1
"graph-copy","cheat","fight-copy",1
"graph-copy","cheat","fight-corpse",1
"graph-copy","cheat","fight-reality",1
"graph-copy","cheat","reality-berry",1
"graph-copy","cheat","teacher-cautious",3
"graph-copy","cheat","teacher-clock",1
"graph-copy","cheat","teacher-copy",4
"graph-copy","cheat","teacher-corpse",1
"graph-copy","cheat","teacher-reality",1
"graph-copy","paper","copy-extension",1
"graph-copy","paper","copy-graph",9
"graph-copy","paper","copy-teacher",4
"graph-copy","paper","extension-graph",1
"graph-copy","paper","extension-wrist",1
"graph-copy","paper","graph-copy",3
"graph-copy","paper","graph-teacher",2
"graph-copy","paper","kitchen-berry",1
"graph-copy","paper","teacher-clock",1
"graph-copy","paper","teacher-copy",2
"graph-copy","paper","teacher-extension",2
"graph-copy","paper","teacher-graph",1
"graph-copy","paper","teacher-island",1
"graph-copy","paper","wrist-copy",1
"graph-copy","photo","ceiling-kitchen",1
"graph-copy","photo","copy-copy",1
"graph-copy","photo","copy-extension",1
"graph-copy","photo","copy-graph",3
"graph-copy","photo","copy-island",1
"graph-copy","photo","copy-kitchen",1
"graph-copy","photo","copy-reality",7
"graph-copy","photo","extension-carpet",1
"graph-copy","photo","extension-copy",2
"graph-copy","photo","garden-glacier",1
"graph-copy","photo","garden-teacher",1
"graph-copy","photo","graph-glacier",1
"graph-copy","photo","graph-reality",1
"graph-copy","photo","island-glacier",1
"graph-copy","photo","kitchen-garden",1
"graph-copy","photo","reality-copy",1
"graph-copy","photo","reality-garden",1
"graph-copy","photo","reality-graph",1
"graph-copy","photo","reality-island",2
"graph-copy","photo","reality-teacher",1
"graph-copy","work","cautious-reality",1
"graph-copy","work","clock-extension",2
"graph-copy","work","clock-graph",1
"graph-copy","work","clock-kitchen",1
"graph-copy","work","clock-teacher",1
"graph-copy","work","corpse-glacier",1
"graph-copy","work","corpse-wrist",1
"graph-copy","work","extension-clock",1
"graph-copy","work","extension-teacher",1
"graph-copy","work","graph-reality",1
"graph-copy","work","graph-teacher",1
"graph-copy","work","reality-clock",2
"graph-copy","work","teacher-cautious",1
"graph-copy","work","teacher-clock",4
"graph-copy","work","teacher-copy",1
"graph-copy","work","teacher-extension",1
"graph-copy","work","teacher-garden",2
"graph-copy","work","teacher-graph",1
"graph-copy","work","teacher-kitchen",3
"graph-copy","work","teacher-reality",2
"graph-copy","work","teacher-teacher",1
"hand-birth","baby","alive-birth",1
"hand-birth","baby","birth-alarm",1
"hand-birth","baby","birth-alive",11
"hand-birth","baby","birth-bear",1
"hand-birth","baby","birth-fresh",5
"hand-birth","baby","birth-hand",1
"hand-birth","baby","birth-hell",1
"hand-birth","baby","birth-house",1
"hand-birth","baby","bun-alive",1
"hand-birth","baby","bun-birth",1
"hand-birth","baby","fresh-alive",1
"hand-birth","baby","fresh-birth",2
"hand-birth","baby","hand-birth",1
"hand-birth","baby","hell-bun",1
"hand-birth","baby","pork-pork",1
"hand-birth","masturbate","alarm-hell",1
"hand-birth","masturbate","alive-birth",1
"hand-birth","masturbate","alive-hand",1
"hand-birth","masturbate","alive-hell",1
"hand-birth","masturbate","bear-tiger",1
"hand-birth","masturbate","birth-house",1
"hand-birth","masturbate","birth-test",1
"hand-birth","masturbate","hand-alive",4
"hand-birth","masturbate","hand-birth",1
"hand-birth","masturbate","hand-bun",1
"hand-birth","masturbate","hand-dead",1
"hand-birth","masturbate","hand-fresh",1
"hand-birth","masturbate","hand-hand",1
"hand-birth","masturbate","hand-hell",3
"hand-birth","masturbate","hand-house",2
"hand-birth","masturbate","hand-trace",2
"hand-birth","masturbate","hell-dead",1
"hand-birth","masturbate","hell-hand",2
"hand-birth","masturbate","house-alive",1
"hand-birth","masturbate","house-hand",1
"hand-birth","masturbate","pork-pork",1
"hand-birth","masturbate","trace-hand",1
"hand-birth","midwife","alive-birth",1
"hand-birth","midwife","alive-house",1
"hand-birth","midwife","bear-fresh",1
"hand-birth","midwife","bear-house",1
"hand-birth","midwife","birth-alive",5
"hand-birth","midwife","birth-bun",1
"hand-birth","midwife","birth-hand",1
"hand-birth","midwife","birth-house",8
"hand-birth","midwife","hand-birth",2
"hand-birth","midwife","hand-house",1
"hand-birth","midwife","house-birth",3
"hand-birth","midwife","house-hand",1
"hand-birth","midwife","house-house",1
"hand-birth","midwife","pork-pork",1
"hand-birth","midwife","test-hand",1
"hand-birth","midwife","trace-fresh",1
"hand-birth","right","alive-trace",1
"hand-birth","right","exam-test",7
"hand-birth","right","hand-exam",3
"hand-birth","right","hand-hand",1
"hand-birth","right","hand-house",1
"hand-birth","right","hand-test",5
"hand-birth","right","hand-trace",2
"hand-birth","right","house-hand",3
"hand-birth","right","lion-lion",1
"hand-birth","right","pork-pork",1
"hand-birth","right","test-exam",3
"hand-birth","right","test-hand",1
"hand-birth","right","tower-hand",1
"happy-sad","emotion","fine-sad",2
"happy-sad","emotion","happy-fine",2
"happy-sad","emotion","happy-sad",15
"happy-sad","emotion","icing-icing",1
"happy-sad","emotion","sad-fine",1
"happy-sad","emotion","sad-happy",7
"happy-sad","emotion","subtle-ride",1
"happy-sad","emotion","subtle-sad",1
"happy-sad","feeling","happy-fine",4
"happy-sad","feeling","happy-sad",14
"happy-sad","feeling","sad-fine",4
"happy-sad","feeling","sad-happy",7
"happy-sad","feeling","tall-drum",1
"happy-sad","mood","fine-happy",1
"happy-sad","mood","fine-sad",1
"happy-sad","mood","happy-fine",3
"happy-sad","mood","happy-sad",14
"happy-sad","mood","horn-style",1
"happy-sad","mood","sad-happy",10
"happy-sad","oppose","army-army",1
"happy-sad","oppose","army-fine",1
"happy-sad","oppose","army-horn",2
"happy-sad","oppose","army-land",2
"happy-sad","oppose","army-ride",1
"happy-sad","oppose","army-sad",4
"happy-sad","oppose","army-style",2
"happy-sad","oppose","army-subtle",1
"happy-sad","oppose","cake-giant",1
"happy-sad","oppose","fine-sad",1
"happy-sad","oppose","happy-sad",3
"happy-sad","oppose","horn-drum",1
"happy-sad","oppose","icing-army",1
"happy-sad","oppose","pen-army",1
"happy-sad","oppose","pen-style",1
"happy-sad","oppose","rural-army",1
"happy-sad","oppose","rural-subtle",1
"happy-sad","oppose","sad-army",1
"happy-sad","oppose","sad-happy",1
"happy-sad","oppose","style-rural",1
"happy-sad","oppose","subtle-giant",1
"happy-sad","oppose","subtle-style",1
"heavy-feather","might","alike-deteriorate",1
"heavy-feather","might","alike-service",1
"heavy-feather","might","baby-herb",1
"heavy-feather","might","competition-heavy",1
"heavy-feather","might","competition-man",1
"heavy-feather","might","competition-service",1
"heavy-feather","might","deteriorate-alike",1
"heavy-feather","might","deteriorate-deteriorate",1
"heavy-feather","might","deteriorate-winter",1
"heavy-feather","might","feather-perjury",1
"heavy-feather","might","float-deteriorate",1
"heavy-feather","might","float-grocery",1
"heavy-feather","might","grocery-service",1
"heavy-feather","might","heavy-beauty",1
"heavy-feather","might","heavy-competition",3
"heavy-feather","might","heavy-man",2
"heavy-feather","might","man-deteriorate",1
"heavy-feather","might","man-heavy",1
"heavy-feather","might","man-service",2
"heavy-feather","might","puppy-baby",1
"heavy-feather","might","receipt-competition",1
"heavy-feather","might","service-competition",1
"heavy-feather","might","service-deteriorate",1
"heavy-feather","might","service-feather",1
"heavy-feather","might","service-flat",1
"heavy-feather","might","service-heavy",1
"heavy-feather","opposite","alike-alike",1
"heavy-feather","opposite","alike-competition",1
"heavy-feather","opposite","alike-deteriorate",1
"heavy-feather","opposite","alike-heavy",2
"heavy-feather","opposite","baby-man",1
"heavy-feather","opposite","baptist-adultery",2
"heavy-feather","opposite","baptist-man",1
"heavy-feather","opposite","beauty-adultery",2
"heavy-feather","opposite","beauty-man",1
"heavy-feather","opposite","competition-beauty",1
"heavy-feather","opposite","competition-winter",1
"heavy-feather","opposite","deteriorate-beauty",1
"heavy-feather","opposite","deteriorate-float",1
"heavy-feather","opposite","feather-heavy",2
"heavy-feather","opposite","flat-beauty",1
"heavy-feather","opposite","float-deteriorate",1
"heavy-feather","opposite","float-heavy",1
"heavy-feather","opposite","heavy-feather",3
"heavy-feather","opposite","heavy-flat",1
"heavy-feather","opposite","man-baby",2
"heavy-feather","opposite","puppy-baby",2
"heavy-feather","opposite","winter-puppy",1
"heavy-feather","oxymoron","adultery-baptist",1
"heavy-feather","oxymoron","adultery-man",2
"heavy-feather","oxymoron","alike-alike",1
"heavy-feather","oxymoron","alike-competition",1
"heavy-feather","oxymoron","alike-flat",1
"heavy-feather","oxymoron","baby-baby",1
"heavy-feather","oxymoron","baptist-adultery",1
"heavy-feather","oxymoron","competition-perjury",1
"heavy-feather","oxymoron","deteriorate-beauty",1
"heavy-feather","oxymoron","deteriorate-competition",1
"heavy-feather","oxymoron","feather-feather",1
"heavy-feather","oxymoron","feather-heavy",3
"heavy-feather","oxymoron","heavy-feather",3
"heavy-feather","oxymoron","heavy-float",1
"heavy-feather","oxymoron","heavy-heavy",1
"heavy-feather","oxymoron","herb-service",1
"heavy-feather","oxymoron","man-baby",3
"heavy-feather","oxymoron","man-beauty",2
"heavy-feather","oxymoron","perjury-adultery",1
"heavy-feather","oxymoron","perjury-beauty",1
"heavy-feather","oxymoron","puppy-flat",1
"heavy-feather","oxymoron","service-puppy",1
"heavy-feather","weight","baby-man",1
"heavy-feather","weight","beauty-feather",1
"heavy-feather","weight","competition-deteriorate",1
"heavy-feather","weight","feather-baby",1
"heavy-feather","weight","feather-heavy",1
"heavy-feather","weight","float-man",1
"heavy-feather","weight","heavy-baby",4
"heavy-feather","weight","heavy-beauty",1
"heavy-feather","weight","heavy-competition",2
"heavy-feather","weight","heavy-feather",6
"heavy-feather","weight","heavy-float",3
"heavy-feather","weight","heavy-grocery",2
"heavy-feather","weight","heavy-man",2
"heavy-feather","weight","heavy-puppy",1
"heavy-feather","weight","heavy-service",1
"heavy-feather","weight","man-beauty",1
"heavy-feather","weight","man-puppy",1
"holy-kind","good","fairy-kind",2
"holy-kind","good","fairy-luck",1
"holy-kind","good","holy-kind",3
"holy-kind","good","holy-shine",1
"holy-kind","good","kind-fairy",2
"holy-kind","good","kind-holy",1
"holy-kind","good","kind-luck",4
"holy-kind","good","kind-shine",2
"holy-kind","good","kind-tool",1
"holy-kind","good","luck-fairy",1
"holy-kind","good","luck-holy",2
"holy-kind","good","luck-kind",6
"holy-kind","good","luck-shine",2
"holy-kind","good","road-road",1
"holy-kind","good","teeth-paper",1
"holy-kind","lesson","bulb-jam",1
"holy-kind","lesson","holy-holy",1
"holy-kind","lesson","holy-regret",1
"holy-kind","lesson","kind-regret",1
"holy-kind","lesson","kind-tool",1
"holy-kind","lesson","lane-paper",1
"holy-kind","lesson","paper-bulb",1
"holy-kind","lesson","paper-tool",5
"holy-kind","lesson","regret-bulb",2
"holy-kind","lesson","regret-luck",1
"holy-kind","lesson","regret-mild",2
"holy-kind","lesson","regret-paper",2
"holy-kind","lesson","regret-shine",1
"holy-kind","lesson","regret-tiny",1
"holy-kind","lesson","regret-tool",1
"holy-kind","lesson","road-shine",2
"holy-kind","lesson","rude-paper",1
"holy-kind","lesson","tiny-mild",1
"holy-kind","lesson","tool-jam",1
"holy-kind","lesson","tool-luck",1
"holy-kind","lesson","tool-paper",1
"holy-kind","lesson","tool-regret",1
"holy-kind","nice","fairy-kind",1
"holy-kind","nice","fairy-luck",2
"holy-kind","nice","fairy-paper",1
"holy-kind","nice","holy-kind",1
"holy-kind","nice","holy-shine",1
"holy-kind","nice","kind-fairy",6
"holy-kind","nice","kind-holy",5
"holy-kind","nice","kind-kind",2
"holy-kind","nice","kind-luck",1
"holy-kind","nice","kind-rude",4
"holy-kind","nice","kind-shine",2
"holy-kind","nice","kind-teeth",1
"holy-kind","nice","rude-kind",1
"holy-kind","nice","teeth-chip",1
"holy-kind","nice","teeth-gums",1
"holy-kind","saint","holy-fairy",6
"holy-kind","saint","holy-gums",1
"holy-kind","saint","holy-kind",7
"holy-kind","saint","holy-luck",2
"holy-kind","saint","holy-road",1
"holy-kind","saint","holy-shine",4
"holy-kind","saint","jam-rude",1
"holy-kind","saint","kind-fairy",1
"holy-kind","saint","kind-holy",1
"holy-kind","saint","lane-holy",1
"holy-kind","saint","luck-fairy",1
"holy-kind","saint","luck-holy",1
"holy-kind","saint","luck-shine",1
"holy-kind","saint","shine-fairy",1
"holy-kind","saint","shine-holy",1
"homeless-apartment","food","child-teenager",2
"homeless-apartment","food","disregard-disregard",1
"homeless-apartment","food","onion-apartment",3
"homeless-apartment","food","onion-child",1
"homeless-apartment","food","onion-cigarette",1
"homeless-apartment","food","onion-color",2
"homeless-apartment","food","onion-combination",5
"homeless-apartment","food","onion-denial",1
"homeless-apartment","food","onion-done",1
"homeless-apartment","food","onion-flower",6
"homeless-apartment","food","onion-homeless",3
"homeless-apartment","food","onion-near",1
"homeless-apartment","food","onion-onion",2
"homeless-apartment","food","thorn-flower",1
"homeless-apartment","house","apartment-carriage",1
"homeless-apartment","house","apartment-child",1
"homeless-apartment","house","apartment-combination",1
"homeless-apartment","house","apartment-done",1
"homeless-apartment","house","apartment-flower",1
"homeless-apartment","house","apartment-homeless",9
"homeless-apartment","house","apartment-near",1
"homeless-apartment","house","carriage-onion",1
"homeless-apartment","house","child-homeless",1
"homeless-apartment","house","child-keeper",1
"homeless-apartment","house","cigarette-cigarette",1
"homeless-apartment","house","color-apartment",1
"homeless-apartment","house","flower-ancestor",1
"homeless-apartment","house","homeless-apartment",5
"homeless-apartment","house","homeless-child",2
"homeless-apartment","house","keeper-apartment",1
"homeless-apartment","house","keeper-homeless",1
"homeless-apartment","live","ancestor-apartment",1
"homeless-apartment","live","ancestor-child",2
"homeless-apartment","live","ancestor-color",1
"homeless-apartment","live","apartment-child",1
"homeless-apartment","live","apartment-homeless",2
"homeless-apartment","live","apartment-sky",1
"homeless-apartment","live","child-ancestor",1
"homeless-apartment","live","child-astronaut",3
"homeless-apartment","live","child-flower",1
"homeless-apartment","live","child-teenager",1
"homeless-apartment","live","cigarette-flower",1
"homeless-apartment","live","color-child",1
"homeless-apartment","live","denial-homeless",1
"homeless-apartment","live","flower-apartment",1
"homeless-apartment","live","flower-carriage",1
"homeless-apartment","live","flower-child",1
"homeless-apartment","live","flower-homeless",1
"homeless-apartment","live","flower-teenager",4
"homeless-apartment","live","homeless-near",1
"homeless-apartment","live","near-ancestor",1
"homeless-apartment","live","near-child",1
"homeless-apartment","live","teenager-ancestor",1
"homeless-apartment","live","teenager-child",1
"homeless-apartment","shelter","apartment-ancestor",1
"homeless-apartment","shelter","apartment-child",1
"homeless-apartment","shelter","apartment-homeless",4
"homeless-apartment","shelter","astronaut-astronaut",1
"homeless-apartment","shelter","carriage-apartment",3
"homeless-apartment","shelter","homeless-apartment",11
"homeless-apartment","shelter","homeless-child",5
"homeless-apartment","shelter","homeless-denial",1
"homeless-apartment","shelter","homeless-disregard",1
"homeless-apartment","shelter","homeless-near",1
"homeless-apartment","shelter","teenager-keeper",1
"hundred-economy","dollar","aid-lawyer",1
"hundred-economy","dollar","circle-dance",1
"hundred-economy","dollar","college-college",1
"hundred-economy","dollar","college-day",1
"hundred-economy","dollar","college-hundred",1
"hundred-economy","dollar","economy-college",2
"hundred-economy","dollar","economy-hundred",5
"hundred-economy","dollar","economy-lawyer",3
"hundred-economy","dollar","famine-famine",1
"hundred-economy","dollar","hundred-college",1
"hundred-economy","dollar","hundred-economy",9
"hundred-economy","dollar","hundred-jeans",1
"hundred-economy","dollar","lawyer-economy",2
"hundred-economy","dollar","lawyer-hundred",1
"hundred-economy","dollars","college-economy",4
"hundred-economy","dollars","college-hundred",1
"hundred-economy","dollars","college-nurse",1
"hundred-economy","dollars","economy-aid",2
"hundred-economy","dollars","economy-college",3
"hundred-economy","dollars","economy-hundred",7
"hundred-economy","dollars","economy-jeans",1
"hundred-economy","dollars","economy-lawyer",1
"hundred-economy","dollars","hundred-college",1
"hundred-economy","dollars","hundred-economy",7
"hundred-economy","dollars","hundred-jeans",1
"hundred-economy","dollars","jeans-economy",1
"hundred-economy","money","college-blood",1
"hundred-economy","money","college-college",1
"hundred-economy","money","college-economy",2
"hundred-economy","money","dance-day",1
"hundred-economy","money","economy-aid",1
"hundred-economy","money","economy-college",3
"hundred-economy","money","economy-disgust",1
"hundred-economy","money","economy-hundred",4
"hundred-economy","money","economy-lawyer",4
"hundred-economy","money","hundred-college",1
"hundred-economy","money","hundred-economy",8
"hundred-economy","money","hundred-stripes",1
"hundred-economy","money","lawyer-college",1
"hundred-economy","money","lawyer-economy",1
"hundred-economy","wall street","college-lawyer",1
"hundred-economy","wall street","dark-lawyer",1
"hundred-economy","wall street","disgust-lawyer",1
"hundred-economy","wall street","economy-college",4
"hundred-economy","wall street","economy-dark",1
"hundred-economy","wall street","economy-day",2
"hundred-economy","wall street","economy-hundred",2
"hundred-economy","wall street","economy-lawyer",8
"hundred-economy","wall street","economy-literature",2
"hundred-economy","wall street","economy-stripes",1
"hundred-economy","wall street","economy-wicked",1
"hundred-economy","wall street","hundred-day",2
"hundred-economy","wall street","lawyer-economy",3
"hundred-economy","wall street","lion-hundred",1
"jump-leap","faith","angel-halo",2
"jump-leap","faith","angel-hope",1
"jump-leap","faith","angel-leap",1
"jump-leap","faith","angel-weak",1
"jump-leap","faith","chief-halo",1
"jump-leap","faith","dream-angel",1
"jump-leap","faith","dream-hope",2
"jump-leap","faith","halo-angel",1
"jump-leap","faith","halo-chief",1
"jump-leap","faith","hope-angel",2
"jump-leap","faith","hope-dream",6
"jump-leap","faith","hope-give",2
"jump-leap","faith","hope-halo",4
"jump-leap","faith","hope-leap",1
"jump-leap","faith","jump-hope",1
"jump-leap","faith","leap-angel",1
"jump-leap","faith","leap-halo",1
"jump-leap","faith","path-halo",1
"jump-leap","hop","jump-ankle",4
"jump-leap","hop","jump-leap",21
